topic_EN,topic_ES,argument_ES,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinatos selectivos son asesinatos, o penas extrajudiciales, que son ilegales bajo la legislación de Estados Unidos y la ley internacional.",1,0.903265544,20,1,1,18,0.834221148,11,2,9
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Los asesinatos selectivos son la mejor forma de controlar amenazas que se salen de las manos,-1,1,20,20,0,0,0.412632041,12,7,5
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Los asesinatos selectivos son necesarios para detener a la personas que son un gran peligro para la humanidad,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinatos selectivos son necesarios para mantener la seguridad de la población, ya que hay grupos a los que no  les importa matar personas, destruir ciudades, etc.  si ello colabora con sus objetivos.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinatos selectivos son sumamente necesarios en distintos casos, usándose correctamente no deben ser prohibidos.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinatos selectivos son terrorismos provenientes de gobiernos los cuales no deben ser apoyados, ya que tienen el hecho de avanzar en una agenda política como jusfiticación",1,1,10,1,0,9,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinatos selectivos son un crimen ordenado por altos mandos militares o políticos, si se tratan  de personas inocentes, deberían de penalizarse.",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinatos selectivos son una manera de eliminar objetivos fuera del alacanze legal del estado y se hacen cuando el objetivo es sumamente peligroso y variable, deben mantenerse.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinatos selectivos, no son mas que un instrumento mecanizado para erradicar a determinadas personas, es una solución carente de todo valor moral, no debería permitirse.",1,0.757026388,10,1,0,9,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinatos seletivos son realmente un pecado, por mas que una persona haya hecho lo peor del mundo, no deberia existir este tipo de cosas en el mundo",1,0.830612922,10,3,0,7,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Los asesinatos son ilegales y deben ser prohibidos en cualquier forma,1,1,20,0,0,20,0.246506571,11,7,4
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Los asesinos selectivos ahorran vidas, al minimizar los años colaterales.",-1,0.864790925,10,9,0,1,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Matar a alguien siempre está mal sim importarmel objetivo,1,1,20,1,0,19,0.308244314,9,6,3
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Mi opinión es que debe mantenerse, es una herramienta que tienen los gobiernos para protejer a las masas del terrorismo que promocionan muchos personajes en el mundo.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Nadie debería de quitarle la vida a otra persona, para eso están las leyes si una persona cometió un delito su castigo debe ser encarcelado.",1,0.784312959,10,2,0,8,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Nadie merece ser asesinado, así sea percebido como un enemigo para algun politico",-1,0.607803621,10,3,0,7,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Nadie tiene el derecho de disponer de la vida de alguien,1,1,20,0,0,20,0.528139931,13,7,6
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Naide tiene el derecho de quitarle la vida a otro comenzando con esta premisa los asesinatos selectivos no tienen asidero legal.,1,0.926301138,20,3,0,17,0.887315377,11,2,9
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Ningún gobierno debe tener la potestad de acabar con la vida de una persona, ya que viola los derechos humanos y por lo tanto es peligroso que un gobierno tenga tanto poder actuando com juez jurado y verdugo",1,1,10,1,0,9,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,No deberia ser permitido porque esta en contra del derecho humano universal a la vida y al de un juicio justo.,1,1,10,2,0,8,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"No deberiamos prohibir, la biblia dice ojo por ojo, tal vez alguien tenga que pagar con su vida lo que hizo.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"No debería prohibirse, puesto que permite liquidar a los cabecillas de grandes conflictos bélicos internacionales, y así evitar que continuen los enfrentamientos prolongados y sus respectivas víctimas.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"No deberíamos de prohibir el asesinato selectivo, existen infinidades de personas libres dañando, asesinando y extorsionando a personas inocentes.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,No encuentro manera de refutar la idea,0,0.668170263,10,1,5,4,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,No estoy de acuerdo con ningún tipo de asesinato.,1,1,20,0,0,20,0,5,3,2
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"No se debe prohibir, está claro que existen enemigos reales que de dejarlos cometer sus crímenes pondrían en riesgo la seguridad de todo un país.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"No se deben permitir de ninguna manera los asesinatos selectivos ya que va en contra de los derechos humanos, cada persona tiene derecho a un juicio.",1,0.636230281,10,1,0,9,0,5,1,4
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,No se deberían descartar los asesinatos selectivos siempre y cuando la organización u individuo objeto de esta ya posea expedientes y represente un peligro potencial.,-1,0.690408671,10,8,0,2,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,No se deberían prohibir los asesinatos selectivos porque los criminales no tienen compasión con las personas inocentes.,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,No se deberían prohibir porque en este mundo existen personas muy malas que merecen morir,-1,0.934151082,20,19,0,1,0.222840684,11,8,3
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"No, si prohibimos los asesinatos selectivos estaríamos permitiendo que los criminales y terroristas caminen libremente por el mundo, pues la justicia no es efectiva en estos casos.",-1,1,10,9,0,1,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Obviamente ya que esto es un crimen contra los derechos humanos,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Obvio se deberían prohibir porque todos tenemos derecho a la vida,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Permite eliminar personas que son un peligro para la humanidad,-1,1,20,19,0,1,0.487843137,10,5,5
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Permite la eliminación de enemigos de alto riegos que pueden exponer la seguridad de una nacion entera,-1,0.929277429,20,18,0,2,1,11,1,10
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Pienso que el asesinato selectivo deberia ser una solucion para acabar con tantas personas malvadas como violadores, asesinos o pedofilos.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Podría decirse que son ejecuciones extrajudiciales.,1,1,10,3,1,6,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Premeditación y crueldad son dos de las cosas que describen esta acción, además de lo que representa el eliminar una vida.",1,1,10,0,1,9,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Prohibir el asesinato selectivo llevaria a personas indeseables como los terroristas a seguir actuando impunemente en contra de la sociedad.,-1,1,10,8,0,2,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Puede que sea necesario en algunos casos, más que todo para combatir terroristas y personas que desestabilizan un país",-1,0.830091878,10,7,0,3,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Resguarda la seguridad de una nacion ante potenciales enemigos.,,,10,7,0,3,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,SI deberían de prohibirlo porque es un acto terrible contra la humanidad y mueren muchos inocentes.,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Se debe permitir, hay enemigos peligrosos para las naciones que solo viven de hacer daño",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Se debe prohibir el asesinato colectivo ya que toda persona debe tener derecho a la vida.,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Se debe prohibir porque simplemente es otra forma de asesinar personas.,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Se debe prohibir, cualquier gobierno podría ponerlo como excusa para eliminar a todo aquel que atente contra su permanencia en el poder.",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Se debería prohibir ya que viola leyes nacionales e internacionales, además de la carga moral que representa y de casualidades civiles que puede conllevar esta práctica.",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Se deberían prohibir los asesinatos selectivos porque todas las personas tienen derecho a la vida, los criminales deberían pagar las consecuencias  de sus actos en la cárcel no con la muerte.",1,1,20,1,0,19,1,9,0,9
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Se ha demostrado que se han cometido errores en algunos asesinato selectivos, cuando se confunden de persona.",1,0.929295135,20,1,0,19,0.897527337,10,3,7
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Seria racional y bastamente responsable con la sociedad mundial prohibir enteramente el asesinato selectivo ya que evitaria que personas inocentes mueran por error.,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Seria una ley que a los malechores los tuviese a raya y lo pensaran 2 veces antes de cometer algun crimen,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Si está bien justificado y es alguien que atenta no solo con nuestra nación sino con el mundo lo apoyo totalmente,-1,1,20,18,0,2,0.881493311,9,1,8
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Si un criminal es catalogado como un elemento de peligro, debe ser asesinado por una organización o institución estatal.",-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Si, deberíamos prohibir el asesinato selectivo porque, por una razón lógica, existen procedimientos judiciales para juzgar a los individuos por sus comportamientos criminales.",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Solo promueven a la guerra y en muchos casos muertes de personas inocentes.,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Son necesarios para eliminar a personas dañinas para la humanidad,-1,0.927757481,20,19,0,1,0.530482003,9,4,5
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,Todo asesinato deberia estar prohibido. Es un delito acabar con la vida de cualquier persona,1,1,20,0,0,20,0.898987845,13,1,12
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Todo el mundo merece un juicio justo, así como rendir cuentas ante la ley y los asesinatos selectivos impiden que se imparta justicia real, poniendo en riesgo incluso a personas inocentes.",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Todo ser humano tiene derecho a la vida, y nos deshumaniza como sociedad este tipo de practica que restan etica moral a los gobiernos que deben ser justos e impartir la justicia de otra forma.",1,1,20,1,0,19,1,11,1,10
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"Un Estado no puede actuar como juez y verdugo. Hay otros cauces para hacer justicia, no mediante el asesinato al estilo sicario como se hizo con Bin Laden.",1,1,10,2,0,8,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"a veces es necesario eliminar gente que se merece (violadores, terrorista etc)",-1,0.918673211,20,17,0,3,0.508216697,12,5,7
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,asi se evitan muchos daños colaterales,1,0.651070423,20,7,0,13,0.416898995,13,9,4
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,creo que la eliminación selectiva puede ser un método para permitir a los mas aptos sobrevivir frente a los mes debiles que consumen recursos,1,0.505173764,10,6,0,4,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"cualquier asesinato ya sea grupal o selectivo esta prohibido por los mandamientos de Dios, debemos guardar si no caeremos en el pecado",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,deberia prohibirse porque asesinar a una persona esta mal desde el punto de vista moral y religioso,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,debería ser eliminado porque permite que dicho asesinato pueda ser realizados solo para los intereses de ciertos individuos y no por un motivo gubernamentalmente valido,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"deberían eliminarse ya que en la mayoría de los casos no minimizan las consecuencias si no todo lo contrario ya que en muchos de los casos los,lideres terroristas o de bandas organizadas son reemplazados",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,el asesinado debe ser prohibido en cualquier forma o metodo,1,1,20,0,0,20,0.162448075,13,8,5
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,el asesinato selectivo podria ayudar a purgar a la sociedad de sus elementos mas indeseados,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,el asesinato selectivo se es usado para eliminar objetivos que pueden ser perjudiciales,-1,1,10,6,0,4,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,el uso de asesinos selectivos es beneficiario para algunos países para acabar con el terrorismo.,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"en algunas ocasiones algunas personas de verdad que no pueden vivir en sociedad, y no queda otra",-1,0.766875491,20,14,3,3,0.222840684,9,7,2
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,es algo dificil de decidir deberían solo decidir los sicólogos o siquiatras quien debe ser asesinado y quien no de acuerdo a los delitos que la persona haya cometido,0,0.531201042,10,5,4,1,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"es inhumano, todas las personas tienen derecho a sobrevivir independientemente de sus edad y condición clínica",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,es un atentado contra la vida  humana,1,1,20,1,0,19,0.579294469,11,6,5
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,es una forma legal de asesinasr a los que decide el estado,-1,0.532994509,10,4,1,5,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,esta forma de asesinato permite deshacerse de una persona que este haciendole daño a la humanidad sin necesidad de entrar en guerra en el que moririan personas inocentes,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,estoy de acuerdo en no prohibir los asesinatos selectivos esto ayuda a eliminar la escoria del mundo en que vivimos,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"los asesinatos de cualquier indole no pueden ser justificados, las personas tienen derecho a la vida.",1,1,30,2,0,28,0.762929951,12,2,10
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,los asesinatos general o selectivo  se deberia prohibir por que se encuentra en riesgo la vida humana,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,los asesinatos selectivos perjudica las políticas de los países.,-1,0.511393495,10,3,0,7,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,los asesinatos selectivos son unas malas practicas políticas.,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"los seres humanos son imperfectos y cometen muchos errores, la vida de las personas en manos de otra no es correcto.",1,1,10,1,0,9,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"ningun asesinato puede ser visto como algo positivo, no hay razones para quitar la vida de otro",1,1,10,1,0,9,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,no creo que seria una buena idea prohibir los asesinatos selectivos,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,no por que hay enemigos peligrosos,-1,1,10,10,0,0,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,no sabría decir si debemos prohibir los asesinatos selectivos,0,0.90149179,20,3,17,0,0,12,12,0
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,para las personas que hayan sido terroritas violentado los  DDHH no deberian se prohibido si los mismo no se entregan a la ley,-1,0.880212858,23,20,2,1,0.444748546,12,8,4
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"por supuestos, todos los asesinatos son horribles",1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,se debería prohibir todo tipo de asesinatos.,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,si o se entregan a la ley debe ejecutase de lo contrario se tendria que prohibir,1,1,10,1,2,7,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,si por que todo el  mundo tiene derecho a vivir,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,si porque nadie merece quitarle  la vida a nadie,1,1,10,1,0,9,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,si se deben prohibir los asesinatos selectivos independientemente de quien sea el objetivo es una persona que deberia tener un proceso legal normal como cualquier persona,1,1,10,0,0,10,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"si se selecciona a una persona es por algo, cada quien debe pagar las consecuencias de sus actos",-1,0.725888303,10,7,0,3,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,tenemos el  derecho a la vida y nadie puede manipular nuestro destino,1,1,10,2,0,8,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,toda vida humana debe ser respetada y la decisión de ser quitada corresponde solo a dios,-1,0.590624894,10,3,0,7,,,,
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"whether criminal or not, you have to pay for your acts in jail, but not murder him",1,0.776582649,20,3,2,15,0.501225121,13,7,6
We should ban targeted killing,Deberíamos prohibir los asesinatos selectivos.,"yes, because everyone has the right to life",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Al legalizar el uso del cannabis se corre el riesgo del abuso y adicción de las personas que lo usen, por lo tanto no se debe legalizar su uso.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Al legalizarla podríamos causar un gran impacto negativo en la sociedad, como un declive en la moral ya que los jóvenes pueden verse influenciados por los consumidores regulares de cannabis.",-1,0.856088172,10,9,0,1,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Alcohol does not kill your neurons like cannabis does,-1,0.737033723,10,9,1,0,1,6,3,3
We should legalize cannabis,Deberíamos legalizar el cannabis,"Apoyo 100% la legalizacion de una porcion de Cannabis diaria , esto puede dosminuir el trafico ilegal de este y no es mortal para las peronas",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Así disminuiría significativamente  el narcotráfico.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Aumentaria la posiblidad de caulquier persona a obtenerla lo que podria llevar a vicios y abuso de la misma,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Ayudaría a combatir enfermadades en variados casos,1,1,10,0,1,9,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Como ocurre con cualquier droga, empezar a consumir cannabis es como apretar el gatillo de una ruleta rusa.  El riesgo de adicción es muy elevado, y una vez iniciada, el consumidor puede perder el control.",-1,1,20,20,0,0,0.899058075,11,1,10
We should legalize cannabis,Deberíamos legalizar el cannabis,"Consumir cannabis libremente y sin fines terapeúticos afecta gravemente la salud y promueve la adicción. Adicionalmente, el consumo excesivo fomenta la violencia y el delito en muchas personas.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Creo muchos se aprovecharian y lograrian que fueran demasiado accesible el mal uso a esta droga y especialmente nuestros jovenes.,-1,1,10,10,0,0,0.831732281,5,2,3
We should legalize cannabis,Deberíamos legalizar el cannabis,Dar permiso para el cultivo es una manera de fomentar la posesión de canabis para efectos medicinales en los diferentes lugares donde se desee aplicar esta medida.,1,0.756818975,10,1,0,9,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,De acuerdo a varias encuestas el uso de cannabis es util siempre y cuando sea  con el propósito de tratar enfermedades que con otros medicamentos no han tenido ningún resultado positivo.,1,0.622639868,10,1,0,9,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Debemos legalizar la cannabis,  ya que desde antaño, la legalización de estupefacientes a disminuido considerablemente su consumo y su distribución masiva.",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Deberia ser legalizado porque de esta manera las autoridades podrian ejercer un mayor control en la distribución, venta y uso de este producto, los que la comercian estarian sometidos a ciertas regulaciones.",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Deberiamos legalizar el cannabis pues ayuda a personas con enfermedades terminales.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Deberíamos legalizar cannabis pues las políticas que impiden su consumo resultan inefectivas, ocasionando un consumo masivo de la sustancia.",1,1,20,0,0,20,0.91860628,12,2,10
We should legalize cannabis,Deberíamos legalizar el cannabis,Deberíamos legalizar el canabis para así acabar con el tráfico ilegal de esta droga que tanto daño ha hecho.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,Deberíamos legalizar el cannabis para que asi se detuviera la venta ilícita  y se use como métodos medicinales,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Deberíamos legalizar el cannabis para quitarle el estigma de criminalidad que envuelve su consumo, poniéndola a la par del tabaco y el alcohol.",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Deberíamos legalizar el cannabis, pero el medicinal apra usarlo en tratamiento para la salud.",1,1,20,0,0,20,0.412908637,9,5,4
We should legalize cannabis,Deberíamos legalizar el cannabis,Deberíamos legalizar la cannabis solo para uso medicinal y con receta médica legal.,1,1,20,0,0,20,0.74977734,12,4,8
We should legalize cannabis,Deberíamos legalizar el cannabis,Deberían legalizar el cannabis ya que muchas personas lo usan de forma medicinal para aliviar diversos síntomas.,,,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"Depende, si su uso es medicinal seria de aporte positivo",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,EL Consumo del cannabis no deberìa legalizarce dado que esto contribuirìa a incrementar su consumo desmedido lo cual a la larga  trerìa resultados nefastos para la poblacion,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,EL crimen relacionado con el trafico ilegal de cannabis se veria bastante reducido si se legaliza su venta y consumo controlado.,1,1,20,0,0,20,0.920978931,10,1,9
We should legalize cannabis,Deberíamos legalizar el cannabis,El Cannabis debe ser legalizado por sus múltiples propiedades medicinales.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El Cannabis no deberia legalizado porque asi los adictos se aprovecharian de ello para conseguir mas facilmente su droga.,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El aceite y la fibra del Cannabis, poseen múltiples usos, como en la industria textilera y ganadería.  Bajo una correcta supervisión y adecuado uso, el Cannabis debería ser legalizado.",1,0.927475496,20,1,0,19,1,9,1,8
We should legalize cannabis,Deberíamos legalizar el cannabis,"El canabis tienen propiedades curativas y a sido probado en enfermos terminales para apaciguar el dolor usandose como medina natural, esta planta a sido usada desde siglos de manera medicinal.",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis afecta negativamente a las sociadades, pues los adictos pierden sus hogares a causa de las misma y facilitar su adquisición empeoraría más bien sus situaciones.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis aun es altamente adictivo y causa daños cognitivos así como puede afectar la memoria y la concentración entre otras cosas.,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis ayuda a con ciertos tratamientos de salud, por ese motivo debería ser legal",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis ayuda a disminuir los dolores y afecciones en personas con enfermedades terminales.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis crea dependencia por lo que su uso debe estar prohibido,-1,1,20,20,0,0,0.710103727,10,3,7
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis debe legalizarse debido a su uso medicinal y recreativo,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis deberia ser apoyado en todos los paises del mundo y a su vez permitir un cambio drastico en el planeta.,1,1,20,0,0,20,0.321204305,9,6,3
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis deberia ser legalizado ya que muchas personas lo usan de manera moderada.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis debería ser legalizado ya que actualmente por medio de múltiples estudios se ha encontrado que posee propiedades curativas en diversas enfermedades como el cáncer, el alzheimer, entre otras.",1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis es malo para nuestra salud y deberia ser rechazado.,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis es muy beneficioso como analgesico y calmante y su legalizacion evitaria los mercados negros ademas que los efectos del cannabis no son muy diferentes a otras sustancias ya legales como el alcohol,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis es una  sustancia con múltiples beneficios para la salud.,1,1,10,0,0,10,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis es una droga por ello debería ser ilegal.,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis es una droga que que puede causar efectos negativos por lo que debe permanecer ilegal,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis es una droga y como tal produce adicción, por lo que legalizarlo provocaría que un gran número de personas pudiese consumirlo sin control, volviéndose adictos y generándoles problemas de salud.",-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis es una droga y no debería ser legal porque se fomentaría la adicción en  las personas.,-1,1,10,10,0,0,,,,
We should legalize cannabis,Deberíamos legalizar el cannabis,El cannabis es una droga y su legalización daría pie a la posterior legalización de otras drogas mas dañinas,-1,1,20,20,0,0,0.96278468,12,1,11
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis es una droga y, como tal, provoca adicción y dependencia.",-1,1,20,19,1,0,0.948957895,12,1,11
We should legalize cannabis,Deberíamos legalizar el cannabis,"El cannabis es utilizado para mitigar el dolor de ciertas enfermedades. Si se legalizara, se podría comprsr directamente en farmacias y sería mas fácil ponerlo a disposición de personas con dichos problemas.",1,1,10,0,0,10,,,,
