topic_EN,topic_DE,argument_DE,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,als eine Form linker Politik wie antiautoritäre und antistaatliche Sozialisten wie Anarchisten,0,0.721075937,10,2,7,1,0.121782378,8,7,1
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,es ist wichtig dass menschen frei entscheiden und leben können. Es gibt viel zu viele regeln in unserem Staat. Manchmal ist weniger wirklich mehr.,1,0.924935678,10,1,0,9,1,7,0,7
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,ich denke wir alle könnten etwas mehr Freiheit gebrauchen und sollten uns von zu vielen Regeln und Gesetzen des Staates verabschieden,1,1,5,0,0,5,0.64610553,5,2,3
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,im weitesten Sinne der mangelnde Glaube an die Existenz von Deidade,0,0.886982594,8,1,7,0,0,8,8,0
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,im weitesten Sinne der mangelnde Glaube an die Existenz von Deidade,0,0.886982594,8,1,7,0,0,8,8,0
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"nein, weil wir gute Sitten und Respekt verlieren würden",-1,1,6,6,0,0,0.509383813,6,3,3
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,so dass das Verbot des Eigentums anderer Menschen endet,0,0.448361269,9,1,4,4,0,9,9,0
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,wenn nur mit ihm können wir in der Gesellschaft vorankommen,1,1,8,0,0,8,0.341559312,8,5,3
We should adopt libertarianism,Wir sollten den Libertarianismus annehmen.,"würde die Ketten brechen, die uns unterdrücken",1,0.894096091,10,1,0,9,0.470232977,8,4,4
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Algorithmen können nicht jede Marktlage vernünftig erfassen und neigen in bestimmten Situationen zu Fehlreaktionen.,1,1,7,0,0,7,1,7,0,7
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Algorithmen sind Bestandteil unseres täglichen Lebens und nicht mehr wegzudenken, denken wir doch bloß an die Wettervorhersage.",-1,1,10,10,0,0,0.715951101,8,2,6
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Algorithmen sind Bestandteil unseres täglichen Lebens und nicht mehr wegzudenken. Eine Risikobewertung wäre aber sinnvoll, wenngleich auch sehr aufwendig",-1,1,8,8,0,0,0.864104787,8,1,7
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Algorithmischer Handel kann unerwartete Kursbewegungen auslösen.,1,1,8,0,0,8,0.872148762,8,1,7
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Algorithmischer Handel oder automatisierter Handel kennt keine Ausnahmesituationen. Hier kann es beim Eintritt solcher Situationen schnell zu unkontrollierbaren Verwerfungen kommen.,1,0.788578527,10,2,0,8,1,9,0,9
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Algorithmischer Handel sollte verwendet werden, da er menschliches Versagen ausschließen würde",-1,1,8,8,0,0,1,8,0,8
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Algotrading ist eine computerisierte Form des Wertpapierhandels und ist daher sehr zeitgemäß.,-1,1,6,6,0,0,0.537420934,6,3,3
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Alle befürchten, dass diese Technologie die gleichen Diskriminierungsprobleme verursacht wie Vorhersagesätze und Algorithmen, die entscheiden, an wen eine Immobilie vermietet werden soll.",1,1,8,0,0,8,0.73625355,8,2,6
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Automatisierter Handel wäre eine Chance, menschliche Entscheidungsträger, die am eigenen Vorteil interessiert sind, zu verbannen.",-1,0.870204704,7,6,0,1,1,7,0,7
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Computer sind anfällig für technische Störungen, was einen erheblichen Schaden verursachen würde",1,1,6,0,0,6,0.840791465,6,1,5
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Das Schrumpfen des algorithmischen Handels gewinnt an den Aktienmärkten weiter an Bedeutung,0,0.504791413,10,3,5,2,0.121782378,8,7,1
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Der Kontrollverlust des Menschen über den Handel kann zu unerwünschten Effekten führen und gefährdet die Marktwirtschaft.,1,0.872204821,8,0,1,7,0.876922362,8,1,7
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Der algorithmische Handel ist eine Methode, die große Erfolge bei der Automatisierung erzielt hat.",-1,0.942046774,10,9,0,1,1,9,0,9
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Der algorithmische Handel ist gegen unsere physische Währung, real und greifbar. Er sollte nicht übernommen werden, da dies die Weltwirtschaft beenden würde",1,1,10,0,0,10,0.888103201,9,1,8
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Der algorithmische Handel kann sich nicht an veränderte Marktbedingungen anpassen.,1,1,6,0,0,6,0.79193875,6,1,5
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Diese Art von Technologie wird auch in Schulklassen eingesetzt und wurde bereits in verschiedenen Studien verwendet, um Lügen auf Videos in den Räumen der Justiz aufzudecken.",0,0.819084893,5,1,4,0,0.169646967,5,4,1
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Digital Mining hat unsere Gesellschaft verändert,0,0.683899266,6,0,4,2,0.160329296,6,5,1
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Digital Mining ist zu einem Dieb geworden,1,0.564534841,9,0,4,5,0.216048103,9,7,2
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Es hat sich durchaus bewährt und sollte daher nicht in Frage gestellt werden.,-1,1,8,8,0,0,1,8,0,8
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Everyone fears that this technology will cause the same discrimination problems as forecast sets and algorithms that decide who to rent a property to.,1,0.896170955,10,1,0,9,0.752266713,8,2,6
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"HFT kann nicht verboten werden, da Sie den Derivatemarkt auf der ganzen Welt nicht verbieten können. Banken und viele große Finanzinstitute",-1,1,7,7,0,0,0.866178881,7,1,6
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Ich habe wirklich kein Wissen darüber,0,1,5,0,5,0,0,5,5,0
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Ich habe wirklich keine Kenntnis von diesem Thema,0,1,8,0,8,0,0,8,8,0
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Man braucht keine Kenntnisse und kann trotzdem am Handel teilnehmen.,-1,0.819084893,5,4,0,1,0.20343544,5,4,1
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Man spart Arbeitskräfte und steigert den Gewinn durch dne Einsatz von Algorithmen.,-1,1,8,8,0,0,1,8,0,8
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Nein, wir sollten den algorithmischen Handel nicht verbieten",-1,1,7,7,0,0,0.111952152,7,6,1
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Nur mit dem algorithmischen Handel sind Tippfehler auf der Tastatur ausgeschlossen und der Kauf großer Aktienpakete möglich.,-1,1,8,8,0,0,0.62552395,8,3,5
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Ohne Computerhandel könnten die Mengen an Transaktionen heute gar nicht mehr bewältigt werden.,-1,0.856087105,7,6,1,0,1,7,0,7
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Papiergeld ist besser, damit wir uns auf etwas verlassen können, das wir berühren",1,0.694365298,10,1,2,7,0.254267687,8,6,2
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Persönliche Gefühle und eventuelle persönliche Fehler werden vermieden,-1,1,10,10,0,0,0.870429673,7,1,6
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Profitrader müssten auf ihre Boni verzichten,-1,0.630567317,5,3,2,0,0,5,5,0
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Sie befürchten, dass diese Technologie dieselben Diskriminierungsprobleme verursacht wie Prognosesätze und Algorithmen, die entscheiden, an wen eine Immobilie vermietet werden soll.",1,0.795630493,10,0,2,8,0.755676964,8,2,6
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Sie sollten es nicht verbieten, da viele Menschen davon profitieren",-1,1,10,10,0,0,0.649968414,8,3,5
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Unvorhersehbare, durch Computer gestützte Entscheidungen im Bereich des Handels, könnten chaotische Szenarien kreieren, und damit die Wirtschaft in eine weltweite Krise stürzen.",1,0.534745438,10,5,0,5,0.847441395,9,2,7
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Wenn alle diese Handelsform nutzen führt das irgendwann ins Nichts. Es kann nicht immer jeder gewinnen.,1,0.864750407,7,1,0,6,0.567779312,7,3,4
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Wie sollte das sinnvoll kontrolliert werden,-1,0.603953663,10,6,4,0,0,9,9,0
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Wir können die Verfahren schwer nachvollziehen und kontrollieren. Sie können sich verselbständigen und lassen sich auch leicht manipuieren.,1,1,10,0,0,10,1,9,0,9
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,Wir müssen den algorithmischen Handel blockieren,1,0.877387809,8,1,0,7,0.09414232,8,7,1
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Wir sollten den Hochfrequenzhandel eindämmen, da dieser in keinster Weise dem Nachhaltigkeitsgedanken entspricht.",1,0.695418887,10,3,0,7,0.880509827,9,1,8
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Wir sollten keine Algorithmen mehr akzeptieren, da dies schlecht für das Geschäft ist",1,0.906270478,10,1,0,9,0.709197719,9,3,6
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Wir sollten verbieten, dass algorithmischer Handel keinen wahren Wert hat",1,1,10,0,0,10,0.148479022,9,7,2
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"Während KI-Forscher die Grenzen dessen testeten, was wirklich möglich war, um menschliches Verhalten zu messen und zu quantifizieren, und was nicht, entwickelte sich die zugrunde",-1,0.564342232,10,6,2,2,0.593852908,9,4,5
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,algorithmischer Handel das ist das Beste,-1,0.839209099,10,8,0,2,0.213653996,9,7,2
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"algorithmischer Handel, damit Sie nicht mit der Währung eines Landes enden",0,0.639830044,10,2,6,2,0,8,8,0
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"entfernen, das ist wie für das Zeitalter der Dinosaurier",0,0.671064463,6,1,4,1,0,6,6,0
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,ob wir den algorithmischen Handel verbieten sollten,1,0.676729399,10,0,3,7,0.114361114,9,8,1
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,um seine Gewinne zu optimieren ist die Art von Handel sehr hilfreich,-1,1,8,8,0,0,1,8,0,8
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,wie man eine Nation mit einer virtuellen Währung beendet,0,0.608620458,10,0,6,4,0.121248262,8,7,1
We should ban algorithmic trading,Wir sollten den algorithmischen Handel verbieten,"würde Arbeitslosigkeit für Menschen verursachen, die sich diesem Thema widmen",-1,0.781290859,10,8,1,1,0.514998336,9,4,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Arme Menschen könnten sich kein Fleisch mehr leisten, wenn es nicht mehr so billig produziert werden würde.",-1,1,5,5,0,0,1,5,0,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Der hohe Bedarf an Fleisch lässt sich nur auf diese Weise decken. Außerdem sorgt diese Haltungsform dafür, dass Krankheiten unter den Tieren verringert werden.",-1,1,7,7,0,0,1,7,0,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Die Industrie sollte die Landwirtschaft nicht übernehmen,1,1,6,0,0,6,0,6,6,0
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Die Massentierhaltung hat negative Auswirkungen auf die Umwelt und produziert ein schlechtes Produkt,1,1,7,0,0,7,1,7,0,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Die Massentierhaltung ist entscheidend, um das Land mit den Nahrungsmitteln zu versorgen, die es benötigt. Es ist effektiv und wir können die Qualität der Farm für die Tiere gemäß dem Gesetz verbessern.",-1,0.836225042,10,8,0,2,1,9,0,9
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Die Natur könnte sich erholen und es wäre zum Wohle der Tiere.,1,0.839253461,10,2,0,8,0.694441575,9,3,6
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Die industrielle Landwirtschaft ist der effektivste Weg, um unsere Lebensmittelmärkte zu versorgen",-1,0.89703135,10,9,0,1,1,9,0,9
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Dies ist für die Menschheit von großem Nutzen, da die Nahrungsmittelproduktion zunehmen würde.",-1,0.69454386,10,7,1,2,0.882076319,8,1,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Dies kann ein Fortschritt in der Wirtschaft unseres Landes sein,1,0.439055765,20,8,3,9,0.259884894,16,12,4
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Diese verarbeiteten Lebensmittel bringen nur Krankheiten,1,1,6,0,0,6,0.819118489,6,1,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Es ist für die Tiere eine unfassbare Qual in der Massentierhaltung aufzuwachsen,1,1,7,0,0,7,1,7,0,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Es werden nicht genug Nahrungsmittel sonst produziert,-1,0.752120793,10,7,0,3,0.532343559,9,4,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Es wird angenommen, dass der ökologische Landbau eine geringere Umweltbelastung hat als der konventionelle Landbau, aber keiner ist ohne Probleme",0,0.59610039,10,1,6,3,0.659576629,8,3,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Es wäre verboten zu trinken, da sie die Natur der Tiere intensiver verändern und sie zum Nutzen der Gesellschaft verwenden.",1,0.474805578,10,2,3,5,0.111640048,8,7,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Fabrikfarmen erzeugen günstige Fleischprodukte, sodass sich auch einkommensschwache Menschen eine vielfältige Ernährung leisten können.",-1,1,7,7,0,0,1,7,0,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Fabrikfarmen gefährden unsere öffentliche Gesundheit und Lebensmittelversorgung, verschmutzen die Umwelt und unser Trinkwasser und zerstören ländliche Gemeinden",1,1,10,0,0,10,1,7,0,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Factory Farming sollte verboten werden. ... Massentierhaltung ist sehr grausam,1,1,8,0,0,8,0.502446311,8,4,4
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Für die Kosten der Massentierhaltung kommt die Allgemeinheit dreifach auf: Agrarsubventionen,  Kosten für die Umweltschäden und den Preis des Produktes.",1,0.667338717,10,3,0,7,1,9,0,9
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Ich denke, es sollte nicht verboten werden, da sie der Wirtschaft helfen",-1,1,9,9,0,0,0.536219743,9,4,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Ich glaube, wir müssen dies akzeptieren, da dies die Wirtschaft unseres Landes verbessern kann",-1,0.877689806,8,7,0,1,0.64211123,8,3,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Ich stimme dem zu, da wir damit den Planeten zerstört haben und wir nur mehr Unternehmen machen sollten",1,0.877689806,8,0,1,7,0.341559312,8,5,3
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Ich weiß nicht ob es finanziell möglich ist, die Art der Nahrungsproduktion so zu verändern, dass es sich alle noch leisten können",-1,0.794636807,9,7,2,0,0.537081879,9,4,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Im Zuge der wachsenden Nachfrage einer ebenfalls wachsenden Gesellschaft benötigen wir dringend ein erhöhtes Produktionsvolumen in der Landwirftschaft.,-1,1,10,10,0,0,1,7,0,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"In manchen Gegenden ist es nicht möglich, ausreichend Nutzfläche zur Verfügung zu stellen.",-1,0.530529922,10,5,1,4,0.301804696,9,6,3
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Industrie ist der beste Weg für ein Land,-1,0.877387809,8,7,0,1,0.206674597,8,6,2
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Industrie und Landwirtschaft gehen Hand in Hand, damit wir bessere Leistungen erbringen können",-1,1,5,5,0,0,0.388494579,5,3,2
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Industrie und Landwirtschaft können die beste Produktion auslösen,-1,1,6,6,0,0,0.137016536,6,5,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Industrielle Landwirtschaft ist gut, denn nur dann können Lebensmittel in großen Mengen produziert werden.",-1,1,10,10,0,0,1,9,0,9
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Industrielle Landwirtschaft ist gut, denn nur dann können Lebensmittel in großen Mengen werden.",-1,1,10,10,0,0,0.843529451,8,1,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Industrielle Landwirtschaft schadet der Umwelt und den Tieren.,1,1,5,0,0,5,1,5,0,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Ja, wir sollten die industrielle Landwirtschaft verbieten",1,1,10,0,0,10,0.066541011,9,8,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Man würde Tierleid lindern  und das Weltklima schonen. Die Menschen bekämen bessere Qualität statt Massenware.,1,1,6,0,0,6,1,6,0,6
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Mancherorts gibt es keine ausreichend großen Flächen, die zur Tierzucht genutzt werden könnten.",-1,0.901373169,9,8,1,0,0.546078979,9,4,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Massentierhaltung gefährdet das Tierwohl!,1,1,10,0,0,10,0.802403242,9,2,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Massentierhaltung ist einer der größten Treiber der globalen Klimaerwärmung.,1,1,8,0,0,8,1,8,0,8
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Massentierhaltung ist ethisch nicht zu vertreten, da Tiere in solchen Ställen wie Sachen behandelt und gequält werden.",1,1,6,0,0,6,1,6,0,6
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Massentierhaltung ist für uns eine Möglichkeit, billige Lebensmittel zu finden.",-1,0.935693442,10,9,0,1,0.852215875,9,1,8
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Massentierhaltung ist grausam gegenüber den Tieren und schlecht für die Umwelt.,1,1,7,0,0,7,1,7,0,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Massentierhaltung ist keine artgerechte Haltung und sollte verboten werden.,1,1,8,0,0,8,0.886675544,8,1,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Massentierhaltung schadet den Tieren, die dadurch krank werden und schlecht behandelt werden",1,1,8,0,0,8,0.865907464,8,1,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Massentierhaltung verschmutzt die Natur und verletzt die Tierrechte, Tiere leiden körperlich und geistig, auch die Qualität der Lebensmittel ist nicht gesund",1,1,7,0,0,7,1,7,0,7
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Nein, denn die industrielle Landwirtschaft schafft mehr Arbeitsplätze und erhöht die Produktion des Landes",-1,1,20,20,0,0,1,16,0,16
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Um die Kosten für Fleisch möglichst niedrig zu halten, müssen Betriebe möglichst groß sein.",-1,0.903263677,10,9,0,1,1,9,0,9
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"We moeten fabriekslandbouw verbieden, omdat dit maar weinig voordelen oplev",1,0.7646724,8,0,2,6,0.134092536,8,7,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,We zouden in de landbouw moeten werken omdat dit alleen maar voordelen oplevert,0,0.635106163,8,3,5,0,0.113324456,8,7,1
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Wir alle wollen essen, nur mit der Massentierhaltung kann die Bevölkerung ernährt werden!",-1,1,5,5,0,0,0.742389049,5,1,4
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Wir müssen die Landwirtschaft zulassen, weil wir sonst von Importen von Lebensmitteln oder anderen Betriebsmitteln abhängig sind.",-1,1,10,10,0,0,0.857663419,7,1,6
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Wir müssen die Versorgung der Bevölkerung sicherstellen.,-1,0.789850229,9,7,2,0,0.651487053,9,3,6
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Wir müssen die industrielle Landwirtschaft verbieten, weil sie Ökosysteme auch im industriellen Maßstab zerstört",1,1,10,0,0,10,0.913555666,9,1,8
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Wir sollten die Massentierhaltung abschaffen, dar das erzeugte Fleisch auch für den Menschen nicht gesund und Nachhaltig ist.",1,1,10,0,0,10,0.923875666,9,1,8
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"Wir sollten die Massentierhaltung eindämmen und auf kleinere Einheiten setzen, dar dies auch dem Bauernsterben entgegen wirken würde.",1,1,5,0,0,5,1,5,0,5
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,Wir sollten die industrielle Landwirtschaft nicht verbieten,-1,0.9023834,10,9,1,0,0,8,8,0
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,der Markt verlangt immer mehr und immer günstigeres Fleisch daher ist diese Form der Haltung weiterhin unverzichtbar,-1,0.797549003,10,8,0,2,0.879299193,9,1,8
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"es scheint mir, dass es akzeptiert werden sollte, da dies der Wirtschaft des Landes helfen wird, nicht von Importen aus anderen Ländern abhängig zu sein",-1,0.950219069,20,19,0,1,0.934415766,16,1,15
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,ob wir die industrielle Landwirtschaft verbieten sollten,0,1,5,0,5,0,0,5,5,0
We should ban factory farming,Wir sollten die Massentierhaltung verbieten,"unterstützt diese Idee nicht, da sie jedoch einen großen Teil des Marktes in relativ großen Mengen beliefern",-1,0.763315098,9,7,2,0,0.658455184,9,3,6
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Da sich die Mißbrauchsnachrichten bei der Missionnarstätigkeit häufen, ist es am Besten man verbietet sie.",1,1,10,0,0,10,1,9,0,9
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Das Wesentliche der Erwägungsgründe war, dass kein Urteil wirklich freiwillig war, als es von der Schule genehmigt wurde",0,0.954616162,20,1,19,0,0,18,18,0
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Das Wesentliche der Erwägungsgründe war, dass kein Urteil wirklich freiwillig war, als es von der Schule genehmigt wurde",0,0.954616162,20,1,19,0,0,23,21,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Der Missionsroboter sollte wegen eines Coronavirus vorübergehend ausgesetzt werden, um die Epidemie nicht zu verbreiten",1,0.814219815,10,0,2,8,0.121782378,8,7,1
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Der Sinn einer Missioniersarbeit besteht darin, Menschen von ihrem glauben zu überzeugen, was als Meinungsmache oder Gehirnwäsche zu verstehen ist",1,0.72665875,10,3,0,7,0.929587942,9,1,8
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Der missionarische Auftrag steht schon in der Bibel und diese muss man nunmal befolgen.,-1,0.824342939,10,8,1,1,0.63656095,8,3,5
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Die Menschen in unterentwickelten Ländern benötigen Unterstützung für den Aufbau einer Zivilgesellschaft, aber sie benötigen keine Belehrungen in religiösen Dingen.",1,1,9,0,0,9,0.903989625,9,1,8
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Die Missionsarbeit darf nicht aufhören, sie rettet viele Menschen vor dem Tod und gibt den Bedürftigen Schansch und Hoffnung",-1,1,10,10,0,0,0.713590178,9,3,6
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Eine fremde Religion bedeutet mesit nur Ärger für das Zielland,1,0.812976036,10,1,1,8,0.433924572,9,5,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Es gehört zur öffentlichen Freiheit Missionarsarbeit zu bertreiben,-1,0.896160714,10,9,0,1,0.34325834,9,5,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Es handelt sich um eine wichtige Arbeit, um den Menschen die Religion zu vermitteln. Es ist eine wohltätige Arbeit, die vielen Menschen hilft.",-1,1,10,10,0,0,1,9,0,9
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Es ist ein Fehler, da dies zu Arbeitslosigkeit führen würde",-1,0.902277157,10,9,0,1,0.436918655,9,5,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Es ist ein öffentlicher Dienst, dessen Zweck es ist, diejenigen zu verteidigen, die eines Verbrechens, einfachen Verbrechens oder Vergehens beschuldigt oder beschuldigt werden",0,0.819084893,5,1,4,0,0.581508686,7,3,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Es ist ein öffentlicher Dienst, dessen Zweck es ist, diejenigen zu verteidigen, die eines Verbrechens, einfachen Verbrechens oder Vergehens beschuldigt oder beschuldigt werden",0,0.819084893,5,1,4,0,0.169646967,5,4,1
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Es ist wichtig den Armen zu helfen.,-1,1,10,10,0,0,0.506009274,9,4,5
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Es nervt, wenn jemand versucht einem den eigenen Glauben aufzuschwatzen.",1,1,6,0,0,6,0.345077786,6,4,2
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Es sollte verboten werden, da sie die Überzeugungen des anderen respektieren sollten, und in vielen Ländern werden sie zum Tode verurteilt, weil sie über Religion sprechen.",1,1,8,0,0,8,0.764390085,8,2,6
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Es wäre egoistisch, Missionsarbeit zu verbieten",-1,0.961989879,20,19,0,1,0.186963492,16,12,4
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Man könnte argumentieren, dass Missionsarbeit der Religionsfreiheit widerspricht.",1,1,8,0,0,8,0.759616486,8,2,6
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionare sind nur ein Haufen wandernder Penner, die den Glauben anderer ausnutzen.",1,1,10,0,0,10,0.350728607,8,5,3
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionare zwingen niemand ihren Gott auf, sondern suchen Anküpfungspunkte im Fühlen des Gegenübers.",-1,1,10,10,0,0,1,8,0,8
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,"Missionarsarbeit greift in die kulturelle Entwicklung anderer Länder ein und sorgt für eine kulturelle Gleichschaltung, sie unterdrückt die Vielfalt in der Welt.",1,0.77404256,9,2,0,7,1,9,0,9
We should ban missionary work,Wir sollten missionarische Arbeit verbieten,Missionarsarbeit ist oft mit politischer Machtausübung verbunden oder zwingt den Menschen einen Glauben auf.,1,1,10,0,0,10,0.888359952,8,1,7
