topic_EN,topic_NL,argument_NL,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,Die industrialisierte Landwirtschaft führt uns nur zum Verfall in unserem System,1,0.926476866,10,1,0,9,0.582636077,9,4,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,Fabriekslandbouw is niet biologisch.,1,1,10,0,0,10,0.911139479,9,1,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.44485305,10,2,4,4,0.374105783,10,6,4
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.44485305,10,2,4,4,0.809176995,9,2,7
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.44485305,10,2,4,4,0.199934511,10,8,2
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.44485305,10,2,4,4,0.33415722,9,6,3
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.44485305,10,2,4,4,1,5,0,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.44485305,10,2,4,4,0.465440933,10,5,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.44485305,10,2,4,4,0.108428224,10,9,1
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,Iedereen vreest dat deze technologie dezelfde discriminatieproblemen zal veroorzaken als voorspellingssets en algoritmen die bepalen aan wie een woning wordt verhuurd.,-1,0.639944631,10,6,0,4,0.783341005,9,2,7
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,Iedereen vreest dat deze technologie dezelfde discriminatieproblemen zal veroorzaken als voorspellingssets en algoritmen die bepalen aan wie een woning wordt verhuurd.,-1,0.639944631,10,6,0,4,0.800134222,10,2,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Ik denk dat het een goed idee is, omdat ze experimenteren met dieren",1,1,10,0,0,10,0.911139479,9,1,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,Ik zie het niet winstgevend omdat het de economie helpt verbeteren,-1,1,10,10,0,0,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Industriële landbouw is goed, want alleen dan kan voedsel in grote hoeveelheden worden geproduceerd.",-1,1,10,10,0,0,1,8,0,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,Industriële landbouw vervuilt de aarde,1,0.918906925,10,1,0,9,0.491222778,10,5,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Je hebt door de bio industrie meer productie. Dus als je dit afschaft dan moet je toch aan je vlees, eieren etc komen. 
Hoe los je dat op? Dan moet je meer geld investeren daarin.",-1,0.830961585,10,8,1,1,0.880448721,9,1,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,Kost veel geld om dat anders te doen. Weinig productie en meer werkers aannemen. Dat gaat geld kosten.,-1,0.818116037,10,8,0,2,1,8,0,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"Slecht voor de klimaat, mileu en gezondhied.",1,1,10,0,0,10,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,Veel bacterien komen er daar vandaan.,1,1,10,0,0,10,0.617037362,9,4,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"We moeten het verbouwen van fabrieken verbieden, dit brengt veel ziekten naar ons lichaam",1,1,11,0,0,11,1,10,0,10
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,We moeten industriële landbouw verbieden omdat ze ecosystemen ook op industriële schaal vernietigen,1,1,10,0,0,10,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,We moeten industriële landbouw verbieden omdat ze ecosystemen ook op industriële schaal vernietigen.,1,1,10,0,0,10,0.911139479,9,1,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"als dat zou moeten, want industriële landbouw komt alleen maar ten goede aan ondernemers en laat kleine producenten weg",1,1,10,0,0,10,1,10,0,10
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,asdsaasf asd sasadddddddddddddddddddddddddddddddddddddddddddddd,0,1,10,0,10,0,0,9,9,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,dit helpt de landbouw op industriële wijze,-1,1,10,10,0,0,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,dit helpt een veel snellere productie,-1,1,10,10,0,0,0.785340832,8,2,6
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,dit is een belangrijke tak van landbouw,-1,0.910148945,10,9,0,1,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"dit verhoogt de veehouderij in minder tijd
 ",-1,1,10,10,0,0,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,helpt de veehouderij in een kortere tijd,-1,1,10,10,0,0,0.512388291,10,5,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,het is een belangrijke sector die de samenleving levert,-1,0.837032098,10,8,0,2,0.403960067,10,6,4
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"het is vreselijk wat ze met de dieren doen terwijl ze worden gemarteld
 ",1,1,10,0,0,10,1,5,0,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.471295826,10,4,5,1,0.110985527,10,9,1
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.471295826,10,4,5,1,0,10,10,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.471295826,10,4,5,1,0,10,10,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.471295826,10,4,5,1,0,9,9,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.471295826,10,4,5,1,0,9,9,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.471295826,10,4,5,1,0,10,10,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,in de ruimste zin van het gebrek aan geloof in het bestaan ​​van Deidade,0,0.563917607,10,4,6,0,0,8,8,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,in de ruimste zin van het gebrek aan geloof in het bestaan ​​van Deidade,0,0.563917607,10,4,6,0,1,5,0,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,industriële boerderijen zijn nodig omdat zij de meeste voedsel leveren voor de algemene markt,-1,1,10,10,0,0,1,9,0,9
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,it seems a bad idea to me because it would cause many unemployed people,-1,0.832622884,10,8,0,2,0.898064832,9,1,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"ja ja we moeten industriële landbouw verbieden, die veel activiteiten in gevaar brengt",1,1,10,0,0,10,1,5,0,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,nee We moeten fabriekslandbouw verbieden omdat het de toekomst is,-1,0.904332721,10,9,0,1,0.491051641,10,5,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,nee We moeten fabriekslandbouw verbieden omdat het goedkope arbeid is,-1,0.723268175,10,7,0,3,0.911139479,9,1,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"nein Wir sollten die Massentierhaltung verbieten, weil es einfacher ist, alles zu tragen",-1,1,10,10,0,0,1,5,0,5
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"of we de industriële landbouw moeten verbieden, veroorzaakt schade aan dieren",1,1,10,0,0,10,0.911139479,9,1,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,of we industriële landbouw moeten verbieden,1,1,10,0,0,10,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,0.923668361,10,1,9,0,0,10,10,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,0.923668361,10,1,9,0,0,9,9,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,0.923668361,10,1,9,0,0,12,12,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,0.923668361,10,1,9,0,0,10,10,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,sdfffffffffffffffffffffffffffffffffff sdffffffffffffffffffffffff,0,0.923668361,10,1,9,0,0,9,9,0
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,this is an important branch of agriculture,-1,0.901642882,10,9,0,1,,,,
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,"tory Farming moet worden verboden. ... Fabriekslandbouw is erg wreed. Opsluiting tot het punt waarop verstikking gebruikelijk is, is t",1,1,10,0,0,10,0.800065489,10,2,8
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,volgens het verbod zijn het bronnen van besmetting en chemicaliën in voedsel,1,1,10,0,0,10,1,9,0,9
We should ban factory farming,We moeten de fabriekslandbouw verbieden.,we moeten industriële landbouw niet verbieden,-1,0.913363736,10,9,0,1,0.093040029,10,9,1
We should ban missionary work,We moeten zendingswerk verbieden.,Das Verbot der Missionsarbeit ist kein gut bezahlter Job,-1,0.580827449,10,6,0,4,0.31245378,10,7,3
We should ban missionary work,We moeten zendingswerk verbieden.,"Das Wesentliche der Erwägungsgründe war, dass kein Urteil wirklich freiwillig war, als es von der Schule genehmigt wurde",-1,0.499734374,10,5,4,1,0.174171272,10,8,2
We should ban missionary work,We moeten zendingswerk verbieden.,De essentie van de overwegingen was dat geen enkel oordeel werkelijk vrijwillig was toen het door de school werd goedgekeurd,-1,0.508056382,10,5,3,2,0.227882605,10,8,2
We should ban missionary work,We moeten zendingswerk verbieden.,De essentie van de overwegingen was dat geen enkel oordeel werkelijk vrijwillig was toen het door de school werd goedgekeurd,-1,0.508056382,10,5,3,2,0,8,8,0
We should ban missionary work,We moeten zendingswerk verbieden.,"He has avoided engaging his troops in combat missions, but soldiers from companies like DynCorp have long played this role.",0,0.500364075,10,5,5,0,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.413629362,10,3,4,3,0.374105783,10,6,4
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.413629362,10,3,4,3,0.809176995,9,2,7
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.413629362,10,3,4,3,0.199934511,10,8,2
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.413629362,10,3,4,3,0.33415722,9,6,3
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.413629362,10,3,4,3,1,5,0,5
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.413629362,10,3,4,3,0.465440933,10,5,5
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, een eenvoudige misdaad of een misdrijf, te verdedigen",0,0.413629362,10,3,4,3,0.108428224,10,9,1
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, eenvoudige misdaad of misdrijf, te verdedigen",1,0.433745705,10,2,4,4,0.382962638,9,5,4
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is een openbare dienst, met als doel degenen die beschuldigd of beschuldigd worden van een misdaad, eenvoudige misdaad of misdrijf, te verdedigen",1,0.433745705,10,2,4,4,0.309898742,9,6,3
We should ban missionary work,We moeten zendingswerk verbieden.,Het is heel erg omdat deze mensen geen middelen hebben om te leven,-1,0.605505046,10,6,0,4,0.337843911,9,6,3
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is niet bedoeld om moord te bevorderen, maar om het te rechtvaardigen als middel om een specifieke politieke agenda te promoten",-1,0.465341979,10,5,3,2,0.433463996,10,6,4
We should ban missionary work,We moeten zendingswerk verbieden.,"Het is niet bedoeld om moord te bevorderen, maar om het te rechtvaardigen als middel om een specifieke politieke agenda te promoten",-1,0.465341979,10,5,3,2,0.815624822,10,2,8
We should ban missionary work,We moeten zendingswerk verbieden.,Het lijkt me heel erg omdat ze geen hulp meer zouden krijgen,-1,1,10,10,0,0,0.108428224,10,9,1
We should ban missionary work,We moeten zendingswerk verbieden.,"Het zou in de praktijk moeten doorgaan, aangezien veel van deze missionaire missies herbestemde locaties bereiken waar interactie met andere culturen plaatsvindt.",-1,1,10,10,0,0,1,5,0,5
We should ban missionary work,We moeten zendingswerk verbieden.,"Ik denk dat als we zendingswerk zouden verbieden, dit geen enkel voordeel oplevert",-1,1,10,10,0,0,0.292803403,10,7,3
We should ban missionary work,We moeten zendingswerk verbieden.,"Ik denk dat als we zendingswerk zouden verbieden, dit geen enkel voordeel oplevert.",-1,1,10,10,0,0,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,"Ik denk dat het verkeerd is om ze te verbieden, omdat ze veel mensen zonder hulp zouden achterlaten",-1,0.902983492,10,9,0,1,0.813106827,9,2,7
We should ban missionary work,We moeten zendingswerk verbieden.,"Ik denk dat het verkeerd is, omdat ze veel mensen zonder hulp zouden achterlaten",-1,1,10,10,0,0,0.911139479,9,1,8
We should ban missionary work,We moeten zendingswerk verbieden.,"Ik vind het erg erg om het te verbieden, omdat dit bewustzijn creëert",1,0.60762784,10,4,0,6,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,Je hebt ook mensen die eerlijk geld verdienen en mensen willen helpen.,-1,0.689222099,10,7,0,3,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,Missionsarbeit ist Zeitverschwendung und sinnlos.,1,0.896924062,10,1,0,9,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,Missionsarbeit ist die am schlechtesten bezahlte,-1,0.504535205,10,5,0,5,0.093040029,10,9,1
We should ban missionary work,We moeten zendingswerk verbieden.,"Sie sollten die Missionsarbeit nicht verbieten, da dies allen zugute kommt.",-1,1,10,10,0,0,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,"Sie sollten mit dieser Arbeit fortfahren, weil es das ist, was es gibt",-1,1,10,10,0,0,0,10,10,0
We should ban missionary work,We moeten zendingswerk verbieden.,Sommige maken gebruik van en verdienen te veel.,1,0.708668708,10,2,1,7,0,9,9,0
We should ban missionary work,We moeten zendingswerk verbieden.,We kunnen zo'n belangrijk werk voor geloof niet verbieden.,-1,1,10,10,0,0,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,We moeten zendingswerk verbieden...!,1,1,10,0,0,10,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,We moeten zendingswerkbazen verbieden om te profiteren van de behoefte,1,1,10,0,0,10,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,"Wir sollten die Missionsarbeit verbieten, weil sie alles haben können",1,1,10,0,0,10,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,Ze verdienen er wel veel geld aan.,1,0.793079799,10,2,0,8,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,Zendingswerk heeft geen zin aarde  Zendingswerk heeft geen zin,1,0.910481771,10,1,0,9,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,deze banen bestaan ​​uit het helpen van mensen in kritieke situaties,-1,0.913363736,10,9,0,1,0.506610974,10,5,5
We should ban missionary work,We moeten zendingswerk verbieden.,deze helpen behoeftige of dakloze mensen,-1,1,10,10,0,0,0.471704518,9,5,4
We should ban missionary work,We moeten zendingswerk verbieden.,dit is een zeer goede baan omdat ze de meest behoeftigen helpen,-1,1,10,10,0,0,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,dit werk helpt de meest behoeftige mensen,-1,0.788658567,14,11,1,2,0.727421906,12,4,8
We should ban missionary work,We moeten zendingswerk verbieden.,echt als het zou moeten worden geëlimineerd omdat het niet duurzaam is en het niet is dat het veel bijdraagt,1,1,10,0,0,10,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,haar werk heeft duizenden mensen geholpen en het lijkt oneerlijk dat ze het verbieden,-1,1,10,10,0,0,0.911112163,9,1,8
We should ban missionary work,We moeten zendingswerk verbieden.,"help de meest behoeftige mensen en in kritieke situaties
 ",-1,0.926244126,10,9,1,0,1,9,0,9
We should ban missionary work,We moeten zendingswerk verbieden.,het lijkt me erg omdat die mensen onze hulp nodig hebben,-1,1,10,10,0,0,0.462366891,9,5,4
We should ban missionary work,We moeten zendingswerk verbieden.,het zou egoïstisch zijn om zendingswerk te verbieden,-1,1,10,10,0,0,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,het zou egoïstisch zijn om zendingswerk te verbieden.,-1,0.901642882,10,9,0,1,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,nee We moeten zendingswerk verbieden dat ze voor die bestemming hebben gekozen,-1,1,10,10,0,0,1,5,0,5
We should ban missionary work,We moeten zendingswerk verbieden.,nee We moeten zendingswerk verbieden omdat het de enige bron van werk is die deze arme wezens hebben,-1,1,10,9,0,1,1,5,0,5
We should ban missionary work,We moeten zendingswerk verbieden.,"nee, we moeten zendingswerk niet verbieden",-1,1,10,10,0,0,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,we mogen zendingswerk niet verbieden,-1,1,10,10,0,0,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,"we mogen zendingswerk niet verbieden, dat heeft veel voordelen",-1,0.901642882,10,9,0,1,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,"ze wennen dat mensen eraan gewend zijn afhankelijk te zijn en niet zelfstandig vooruitgang boeken
 ",1,0.910148945,10,1,0,9,,,,
We should ban missionary work,We moeten zendingswerk verbieden.,ze zorgen voor mensen met weinig middelen,-1,1,10,10,0,0,0.308362735,10,7,3
We should ban missionary work,We moeten zendingswerk verbieden.,zendingswerk is een misbruik van de machtigsten,1,0.923871298,10,1,0,9,0.232004665,9,7,2
We should ban missionary work,We moeten zendingswerk verbieden.,zendingswerk moet samengaan met beloning,-1,1,11,11,0,0,0.115561144,10,9,1
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Als deze bedrijven niet goed zijn opgeleid, vind ik dat prima.",1,0.902007217,10,1,0,9,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,Das Militär in ihren Unternehmen sollte sich schützen,-1,0.913363736,10,9,0,1,0.201468253,10,8,2
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,Deze bedrijven zijn nodig omdat ze activiteiten uitvoeren die conventionele assen niet uitvoeren.,-1,0.918906925,10,9,0,1,0.780586249,10,2,8
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Het is niet oké, want als ze goed zijn voorbereid, zie ik het probleem niet",-1,1,10,10,0,0,0.328394215,9,6,3
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Hij heeft vermeden zijn troepen in gevechtsmissies te betrekken, maar soldaten van bedrijven als DynCorp spelen deze rol al lang",-1,0.687438259,10,7,0,3,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Hij vermeed het om zijn troepen in gevechtsmissies te betrekken, maar soldaten van bedrijven als DynCorp spelen deze rol al lang.",-1,0.913363736,10,9,0,1,0.719105383,10,3,7
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Ik denk niet dat het een goed idee is, omdat er minder militaire afgestudeerden zouden zijn",-1,1,10,10,0,0,1,5,0,5
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Particuliere militaire activiteiten kunnen, indien goed georganiseerd en goedgekeurd, activiteiten met reguliere militaire activiteiten vergemakkelijken.",-1,0.918906925,10,9,0,1,0.891571776,10,1,9
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Private militaire activiteiten leiden tot anarchie, militaire activiteiten moeten worden gecontroleerd.",1,0.661758851,10,3,0,7,0.67901548,9,3,6
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Sie nutzen die Tatsache, dass sie die Waffen haben, um sich mit ihren Maßnahmen zu verbiegen",1,0.642200955,10,4,0,6,0.423573541,10,6,4
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,We moeten particuliere militaire bedrijven verbieden omdat de bourgeois rijk worden,1,1,10,0,0,10,0.232004665,9,7,2
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"We moeten particuliere militaire bedrijven verbieden wegens gebrek aan transparantie, verantwoording en controle.",1,1,10,0,0,10,1,9,0,9
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,We mogen particuliere militaire bedrijven niet verbieden.,-1,0.925585391,10,9,0,1,0,9,9,0
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Wir sollten private Militärunternehmen verbieten, weil sie im Dienst ihres Volkes stehen sollten",1,1,10,0,0,10,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Ze kunnen geen particuliere militaire bedrijven hebben, het leger moet de mensen dienen en de regering, niet een kleine groep mensen.",1,1,10,0,0,10,1,9,0,9
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"Ze lijken altijd enige controverse te hebben, maar het publiek lijkt over het algemeen niet geïnteresseerd in PMC's. Het meest populair",1,0.782145947,10,3,0,7,1,5,0,5
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,deze bedrijven helpen bij de uitvoering van de taken van het leger,-1,0.918906925,10,9,0,1,0.608119857,10,4,6
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,deze bedrijven helpen bij de voorbereiding van meer militairen,-1,0.902983492,10,9,0,1,0.813106827,9,2,7
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,deze bedrijven helpen om een ​​iets exclusiever leger te smeden,-1,0.728837219,10,7,0,3,0.800065489,10,2,8
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,deze bedrijven zijn erg goed omdat ze het volgende leger heel goed voorbereiden,-1,0.89015723,10,9,0,1,0.294102117,9,6,3
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"deze bedrijven zijn voor veel mensen erg duur
 ",1,1,10,0,0,10,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"deze zijn exclusief en trainen de persoon niet goed voor de functie
 ",1,1,10,0,0,10,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"help meer mensen op te leiden voor dit werk
 ",-1,1,10,10,0,0,0.427817116,10,6,4
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,het leger helpt de veiligheid van de natie te behouden,-1,1,10,10,0,0,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,het leger helpt het behoud van de samenleving,-1,1,10,10,0,0,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,het leger zou hun bedrijven moeten hebben en niet dienen,-1,0.824504498,10,8,0,2,0.201468253,10,8,2
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,het lijkt me erg omdat deze helpen om meer militair af te studeren,-1,0.811054597,10,8,0,2,0.596447832,9,4,5
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,het lijkt mij dat de productie van het leger zou dalen,-1,0.837032098,10,8,0,2,0.740270896,10,3,7
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"het lijkt mij verkeerd, aangezien veel mensen in die bedrijven studeren en smeden",-1,1,10,10,0,0,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.610605779,10,0,6,4,0.110985527,10,9,1
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.610605779,10,0,6,4,0,10,10,0
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.610605779,10,0,6,4,0,10,10,0
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.610605779,10,0,6,4,0,9,9,0
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.610605779,10,0,6,4,0,9,9,0
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,in de ruimste zin het gebrek aan geloof in het bestaan ​​van Deidade,0,0.610605779,10,0,6,4,0,10,10,0
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"ja ga akkoord met de eliminatie van deze bedrijven, aangezien ze naar verschillende landen gaan, de internationale wetten niet respecteren",1,1,10,0,0,10,0.800065489,10,2,8
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,ja ja we moeten particuliere militaire bedrijven verbieden,1,1,10,0,0,10,0,10,10,0
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,nee We moeten particuliere militaire bedrijven verbieden die ze meer verdienen dan wie dan ook,-1,0.630913616,10,6,0,4,0.289583387,10,7,3
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,"nein Wir sollten das private Militär verbieten, das für alle hilfreich ist",-1,1,10,10,0,0,,,,
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,of we particuliere militaire bedrijven moeten verbieden.,1,0.925524795,10,0,1,9,0,8,8,0
We should ban private military companies,We moeten particuliere militaire bedrijven verbieden.,we mogen particuliere militaire bedrijven niet verbieden,-1,1,10,10,0,0,,,,
We should ban targeted killing,We moeten gerichte doden verbieden.,"Dit artikel stelt dat wanneer actoren zich bezighouden met controversiële nieuwe beveiligingspraktijken, het verkeerd wordt begrepen om geheimhouding als een tegenstelling te beschouwen",-1,0.719772854,10,7,2,1,0.309013848,10,7,3
We should ban targeted killing,We moeten gerichte doden verbieden.,"Er is geen excuus om te doden, zelfs niet als het gericht is.",1,0.907436471,10,1,0,9,,,,
