topic_EN,topic_DE,sentence_EN,evidence_label_EN,evidence_score_EN,stance_label_EN,sentence_DE_ht,evidence_label_ht,evidence_conf_ht,evidence_num_labelers_ht,evidence_accept_ht,evidence_reject_ht,stance_label_ht,stance_conf_ht,stance_num_labelers_ht,stance_pro_ht,stance_con_ht,sentence_DE_mt,evidence_label_mt,evidence_conf_mt,evidence_num_labelers_mt,evidence_accept_mt,evidence_reject_mt,stance_label_mt,stance_conf_mt,stance_num_labelers_mt,stance_pro_mt,stance_con_mt
We should fight the gender pay gap,Wir sollten das geschlechtsspezifische Lohngefälle bekämpfen,"In her position as the Director of the Workplace Gender Equality Agency, Lyons has advocated to close the gender pay gap and break down occupational gender segregation in Australia.",1,1,1,In ihrer Position als Direktor der Arbeitsplatz Gleichberechtigung der Gechlechter sollten wir den Verdienstunterschied zwischen den Geschlechtern bekaempfen.  Agency Lyon hat empholen den Verdienstunterschied zwischen den Geschlechtern zu schliessen und berufsbezogene Geschlechtertrennung in Australien zu beenden .,0,0.722965133,10,3,7,1,1,3,3,0,"In ihrer Funktion als Direktorin der Agentur für Gleichstellungsfragen hat Lyons sich dafür eingesetzt, das Lohngefälle zwischen Männern und Frauen zu schließen und die geschlechtsspezifische Segregation in Australien zu beenden.",0,0.501337792,10,5,5,1,1,5,5,0
We should fight the gender pay gap,Wir sollten das geschlechtsspezifische Lohngefälle bekämpfen,"After UC Davis published its Study of California Women Business Leaders in November 2006, some San Jose Mercury News readers dismissed the possibility that sexism contributed in making Silicon Valley's leadership gender gap the highest in the state.",0,0.2,0,"Nachdem die UC Davis im November 2006 ihre Studie über kalifornische Geschäftsfrauen veröffentlicht hatte, wiesen einige Leserinnen der San Jose Mercury News die Möglichkeit zurück, dass Sexismus dazu beitrug, dass die Geschlechterkluft bei den Führungskräften im Silicon Valley die höchste im Bundesstaat ist.",0,0.962517134,10,1,9,,,1,1,0,"Nachdem UC Davis im November 2006 das ""Study of California Women Business Leaders"" veröffentlicht hatte, entließ einige Leser von San Jose Mercury News die Möglichkeit, dass der Sexismus dazu beitrug, die Geschlechterlücke im Silicon Valley zu den höchsten in dem Staat zu machen.",0,0.944760153,10,2,8,,,2,2,0
We should further exploit enhanced oil recovery,Wir sollten die verstärkte Ölgewinnung weiter ausnutzen,In 2007 SNF won the design-build and supply PDO contract (Petroleum Development of Oman) for Enhanced Oil Recovery.,0,0.5,1,"2007 gewann der SNF den Vertrag über die Konstruktion, den Bau und die Lieferung von PDO (Petroleum Development of Oman) für eine verbesserte Ölgewinnung.",1,0.5167917,10,5,5,1,1,5,5,0,Im Jahr 2007 gewann SNF den design-build and supply PDO contract (Petroleum Development of Oman) for Enhanced Oil Recovery.,0,0.697973467,10,2,8,,,2,2,0
We should further exploit enhanced oil recovery,Wir sollten die verstärkte Ölgewinnung weiter ausnutzen,"Reservoir Engineering: Experimental studies on novel methods for improved oil recovery, like chemical flooding, non-hydrocarbon gas flooding and microbial flooding  Development of improved methods for numerical simulation of enhanced oil recovery processes in conventional, fractured and heterogeneous reservoirs  Development of improved techniques for interpretation of well tests, specially related to compressible reservoirs  Development of phase-behaviour software for non-hydrocarbon injection gases for enhanced oil recovery .  ",0,0.4,1,"Reservoir Engineering: Experimentelle Studien von neuartigen Methoden zur verbesserten Oelrueckgewinnung wie chemisches Aufschwimmen, Aufschwimmen von non-hydrocarbon Gas und microbielles Aufschwimmen. Entwiclung von  verbesserten Methoden fuer numerische Simulation von verbesserten Oelrueckgewinnungsprozessen in konventionellen, gebrochenen und heterogenen Reservoiren. Entwiclung von verbesserten Techniken zur Interpretations von Quellentests, speziell bezueglich komprimierbarer Reservoirs. Entwicklung von phasenverlaufsSoftware fuer non-hydrocarbon injektion Gase zur verbesserten Oelrueckgewinnung.",1,0.809040039,10,7,3,1,1,7,7,0,"Speicher-Engineering: experimentelle Studien zu neuartigen Methoden für eine verbesserte Ölgewinnung, wie chemische Hochwasser, Nichtkohlenwasserstoffgas-Hochwasser und mikrobielle Flutung Entwicklung verbesserter Methoden zur numerischen Simulation von verbesserten Ölrückgewinnungsverfahren in konventionellen, gebrochenen und heterogenen Reservoirs Entwicklung verbesserter Techniken für die Interpretation von Bohrlochtests, speziell im Zusammenhang mit kompressiblen Reservoirs Entwicklung von Phasenverhaltenssoftware für Nicht-Kohlenwasserstoff-Einspritzgase für Verbesserte Ölrückgewinnung.  ",1,0.889403345,10,8,2,1,1,8,7,1
We should further exploit filibusters,Wir sollten Filibuster weiter ausbeuten,The Alliance subsequently held a third signature campaign from 9 May 2015 to 17 May 2015 to amass support for democracy in Hong Kong and the 2014-15 Hong Kong electoral reform () and to voice opposition to the ongoing filibustering in Hong Kong ().,1,0.714285714,-1,Alliance hielt spaeter eine dritte Unterschriftenkampagne vom 9. Mai 2015 bis zum 17. Mai 2015 um Unterstuetzung fuer Demokratie in Hong Kong zu bekommen und die 2014-15 Hong Kong Wahlreform () und um Oppsosition zu dem laufenden Filibuster in Hong Kong () zum Ausdruck zu bringen.  ,1,0.689784628,10,6,4,-1,1,6,0,6,"Daraufhin veranstalte die Allianz vom 9. Mai 2015 bis zum 17. Mai 2015 eine dritte Unterschriftenaktion, um die Unterstützung für die Demokratie in Hongkong und die Wahlreform 2014-15 () zu unterstützen und Widerstand gegen das laufende Filibustern in Hongkong zu erheben ().",1,0.761137272,10,7,3,-1,1,7,1,6
We should further exploit filibusters,Wir sollten Filibuster weiter ausbeuten,"In 2005, a group of Republican senators led by Majority Leader Bill Frist proposed having the presiding officer, Vice President Dick Cheney, rule that a filibuster on judicial nominees was unconstitutional, as it was inconsistent with the President's power to name judges with the advice and consent of a simple majority of senators .",1,0.9,-1,"Im Jahr 2005 schlug eine Gruppe republikanischer Senatoren unter der Leitung des Mehrheitsführers Bill Frist vor, den präsidierenden Beamten, Vizepräsident Dick Cheney, entscheiden zu lassen, dass eine Verschleppungstaktik bei der Nominierung von Richtern verfassungswidrig sei, da sie nicht mit der Befugnis des Präsidenten vereinbar sei, Richter mit dem Rat und der Zustimmung einer einfachen Mehrheit der Senatoren zu ernennen.",0,0.896256879,10,1,9,,,1,0,1,"Im Jahr 2005 schlug eine Gruppe republikanischer Senatoren unter der Leitung von Majority Leader Bill vor, den Vorsitzenden des Präsidiums, Vizepräsident Dick Cheney, zu entscheiden, dass ein Filibuster auf den Kandidaten der Justiz verfassungswidrig sei, da es nicht mit der Macht des Präsidenten vereinbar sei, Richter mit der Beratung und Zustimmung einer einfachen Mehrheit der Senatoren zu benennen.",0,0.794022328,11,3,8,,,3,0,3
We should further exploit genetic engineering,Wir sollten die Gentechnik weiter ausnutzen,..that the immunology professor Mary Collins studies ways to use genetically engineered HIV as a vaccine?,0,0.1,0,..dass Immunologyprofessor Mary Collins Moeglichkeiten untersucht um genetisch manipuliertes HIV als Impfstoff zu nutzen?,1,0.717641944,10,6,4,1,1,6,6,0,.. dass die Immunologie-Professorin Mary Collins Methoden zur Verwendung von genetisch manipuliertem HIV als Impfstoff untersucht?,1,1,7,7,0,1,1,7,7,0
We should further exploit genetic engineering,Wir sollten die Gentechnik weiter ausnutzen,"According to Klein Lankhorst of Bio Solar Cells, genetic engineering could vastly improve algae fuel efficiency as algae can be modified to only build short carbon chains instead of long chains of carbohydrates .",1,1,1,"Laut Klein Lankhorst von Bio Solar Cells könnte die Gentechnik die Treibstoffeffizienz von Algen erheblich verbessern, da Algen so modifiziert werden könnten, dass sie nur noch kurze Kohlenstoffketten anstelle von langen Kohlenhydratketten bilden.",1,0.822383611,11,9,2,1,1,9,9,0,"Laut Klein Lankhorst von Bio Solar Cells könnte die Gentechnik die Effizienz von Algen erheblich verbessern, da Algen modifiziert werden können, um nur kurze Kohlenstoffketten statt lange Ketten von Kohlenhydraten zu bauen.",1,1,7,7,0,1,1,7,7,0
We should further exploit mixed-use development,"Wir sollten die Entwicklung von gemischter Nutzung weiter nutzen,","The framework proposed a mixed development is proposed, including the addition of new housing (public and private), community facilities, non-residential commercial development and retail.  ",1,0.6,1,"Der vorgeschlagnee Rahmen ist ein gemischtes Bauprojekt, inklusive des Anbaus neuer Wohnungen (oeffentlich und privat), Gemeinschaftsanlagen; gewerbliche kommerzielle Bauprojekte und Einzelhandel.",1,0.617885649,10,5,5,1,1,5,5,0,"Der Vorschlag für eine gemischte Entwicklung wird vorgeschlagen, einschließlich der Hinzufügung neuer Wohnungen (öffentlich und privat), Gemeinschaftseinrichtungen, nichtwohnende kommerzielle Entwicklung und Einzelhandel.  ",1,1,7,7,0,1,1,7,7,0
We should further exploit mixed-use development,"Wir sollten die Entwicklung von gemischter Nutzung weiter nutzen,",Mohammed Bin Rashid City is a planned mixed-use development.,0,0.5,1,Mohammed Bin Rashid City ist eine geplante Mischnutzungsentwicklung.,0,0.645659044,10,3,7,1,1,3,3,0,Mohammed Bin Rashid City ist eine geplante Mischnutzungsentwicklung.,0,0.564211406,10,3,7,1,1,3,3,0
We should increase consumer protection,Wir sollten den Verbraucherschutz erhöhen,"As a presidential candidate in 2015, Bush has proposed eliminating various consumer protection and food safety regulations, and imposing a freeze on new regulations.",1,0.8,-1,"Als Praesidentschaftskandidat 2015 had Bush vorgeschlagen, verschiedene Verbraucherschutz- und Lebensmittelsicherheitsregulierungen zu eliminieren und eine Sperre fuer neue Regulierungen  zu verhaengen.",0,0.570599865,10,6,4,-1,1,6,2,4,"Als Präsidentschaftskandidat im Jahr 2015 hat Bush vorgeschlagen, verschiedene Verbraucherschutzbestimmungen und Lebensmittelsicherheitsvorschriften zu streichen und neue Regelungen einzufrieren.",0,0.619189362,10,4,6,-1,1,4,1,3
We should increase consumer protection,Wir sollten den Verbraucherschutz erhöhen,"Under the system, non-food and pharmaceutical products can be withdrawn from Caricom markets and action taken to ensure that regional and international manufacturers address consumer safety concerns .  ",1,0.777777778,1,"Im Rahmen des Systems können Non-Food- und pharmazeutische Produkte von den Caricom-Märkten zurückgezogen und Maßnahmen ergriffen werden, um sicherzustellen, dass regionale und internationale Hersteller sich um die Sicherheit der Verbraucher kümmern.  ",1,0.650490045,10,6,4,1,1,6,6,0,"Im Rahmen des Systems können von den Caricom-Märkten keine Lebensmittel-und Pharmaprodukte abgezogen und Maßnahmen ergriffen werden, um sicherzustellen, dass die regionalen und internationalen Hersteller sich mit den Sicherheitsbedenken der Verbraucher befassen.  ",1,0.906591065,10,8,2,1,1,8,7,1
We should increase environmental protection,Wir sollten den Umweltschutz erhöhen,"In 1974 he drafted The Nobel Laureates Declaration on the Survival of Mankind, signed by 78 Nobel Laureates advocating support for environmental protection and humanitarian leadership.",1,0.6,1,"1974 entwarf er The Nobel Laureates Declaration on the Survival of Mankind, unterschrieben von 78 Laureaten, die die Unterstuetzung fuer oekologischen Schutz und  humanitaere Fuehrung befuerworten.",1,0.83714501,10,8,2,1,1,8,8,0,"1974 verfasste er The Nobel Laureates Declaration on the Survival of Mankind, unterzeichnet von 78 Nobelpreisträgerinnen und Nobelpreisträgern, die sich für die Unterstützung des Umweltschutzes und der humanitären Führung einsetzen.",1,1,7,7,0,1,1,7,7,0
We should increase environmental protection,Wir sollten den Umweltschutz erhöhen,"The mission of the Institute is to ""conduct interdisciplinary research and partner with stakeholders to produce solutions that advance environmental protection, economic development, and social equity-in California, nationally, and internationally."" .  ",1,0.8,1,"Die Aufgabe des Instituts besteht darin, ""interdisziplinäre Forschung zu betreiben und mit Interessenvertretern zusammenzuarbeiten, um Lösungen zu erarbeiten, die den Umweltschutz, die wirtschaftliche Entwicklung und die soziale Gerechtigkeit fördern - in Kalifornien, auf nationaler und internationaler Ebene"".",1,0.729051099,10,7,3,1,1,7,7,0,"Die Aufgabe des Instituts ist es, ""interdisziplinäre Forschung und Partner mit Stakeholdern zu entwickeln, um Lösungen zu entwickeln, die den Umweltschutz, die wirtschaftliche Entwicklung und das soziale Eigenkapital vorantreiben-in Kalifornien, national und international.""  ",1,0.901043511,10,8,2,1,1,8,8,0
We should increase the use of artificial insemination,Wir sollten den Einsatz der künstlichen Befruchtung erhöhen,The human practice of mating and artificially inseminating domesticated animals is part of animal husbandry.  ,1,0.6,1,Die menschliche Methode von Paarung und kuenstlicher Befruchtung von Haustieren ist Bestandteil der Viehzucht.,0,0.785378062,10,3,7,1,1,3,3,0,Die menschliche Praxis der Paarung und künstlich inseminierenden domestizierten Tiere ist Teil der Tierhaltung.  ,0,0.756381749,10,3,7,1,1,3,3,0
We should increase the use of artificial insemination,Wir sollten den Einsatz der künstlichen Befruchtung erhöhen,"Other topics were the behaviour of medical doctors, facing pain and death, sterilisation, genetics, artificial insemination, painless child birth, the multiple moral aspects of developing medical technologies, morality in applied psychology, moral limits to medical research and treatment, and cancer treatment of children, and more.",0,0,0,"Weitere Themen waren das Verhalten von Ärzten, die mit Schmerz und Tod konfrontiert sind, Sterilisation, Genetik, künstliche Befruchtung, schmerzfreie Geburt von Kindern, die vielfältigen moralischen Aspekte der Entwicklung medizinischer Technologien, Moral in der angewandten Psychologie, moralische Grenzen der medizinischen Forschung und Behandlung sowie die Krebsbehandlung von Kindern und vieles mehr.",0,0.962517134,10,1,9,,,1,1,0,"Weitere Themen waren das Verhalten von Ärzten, die Schmerzen und Tod, Sterilisation, Genetik, künstliche Befruchtung, schmerzlose Geburt des Kindes, die mehrfachen moralischen Aspekte der Entwicklung medizinischer Technologien, Moral in der angewandten Psychologie, moralische Grenzen für medizinische Forschung und Behandlung, und Krebs Behandlung von Kindern und mehr.",0,1,7,0,7,,,0,0,0
We should increase the use of background checks,Wir sollten die Verwendung von Hintergrundkontrollen erhöhen,"On January 16, 2016 Christie said: I don't support background checks for every gun sale .",1,1,-1,Am 16. Januar 2016 sagte Christie: Ich unterstütze keine Hintergrundüberprüfungen für jeden Waffenverkauf.,1,0.923367962,10,9,1,-1,1,9,0,9,Am 16. Januar 2016 sagte Christie: Ich unterstütze keine Hintergrundprüfungen für jeden Waffenverkauf.,1,0.741122178,10,6,4,,,6,0,6
We should increase the use of background checks,Wir sollten die Verwendung von Hintergrundkontrollen erhöhen,Studies showed that over 85% of those questioned supported national background checks into the mental health records of citizens attempting to purchase a gun.,1,1,1,"Studien haben gezeigt, dass ueber 85% der Befragten natonale background checks in die Gesundheitsunterlagen von Buergern, die versuchen ein Gewehr zu kaufen, befuerworten.",1,0.905149638,10,9,1,1,1,9,9,0,"Studien haben gezeigt, dass mehr als 85% der Befragten nationale Hintergrundkontrollen in den psychischen Krankenakten der Bürger, die versuchen, eine Waffe zu kaufen, unterstützt haben.",1,1,7,7,0,1,1,7,7,0
We should increase the use of part-time contracts,Wir sollten die Nutzung von Teilzeitverträgen erhöhen,"David Blanchflower is the Bruce V Rauner professor of economics at Dartmouth College, New Hampshire, part-time professor at the University of Stirling, a research associate at the National Bureau of Economic Research, and a contributing editor for Bloomberg TV.",0,0,0,"David Blacnhflower ist der Bruce V. Rauner Professor of Economics am Dartmouth College, New Hampshire, Teilzeitprofessor at der Universitaet von Stirling, ein Forschungsmitglied am National Bureau of Economic Research und beitragender Redakteur fuer Bloomberg TV . ",0,1,7,0,7,,,0,0,0,"David Blanchflower ist der Bruce-V-Rauner-Professor für Volkswirtschaftslehre an der Dartmouth College, New Hampshire, Teilzeit-Professor an der University of Stirling, wissenschaftlicher Mitarbeiter am National Bureau of Economic Research, und ein beitragender Redakteur für Bloomberg TV.",0,1,7,0,7,,,0,0,0
We should increase the use of part-time contracts,Wir sollten die Nutzung von Teilzeitverträgen erhöhen,He also began part-time work as a dentist.,0,0.1,0,Er begann auch eine Teilzeitbeschäftigung als Zahnarzt.,0,1,7,0,7,,,0,0,0,Er begann auch mit der Teilzeitarbeit als Zahnarzt.,0,1,8,0,8,,,0,0,0
We should increase the use of probation,Wir sollten die Verwendung von Bewährungsstrafen erhöhen,I think this is a clear case of someone using a sock to get around an ArbCom ban on a page that is currently on probation to protect it from exactly this kind of thing.,0,0.1,0,"Ich denke, dies ist ein klarer Fall von jemandem, der eine Socke benutzt, um ein ArbCom-Verbot auf einer Seite zu umgehen, die sich derzeit auf Bewährung befindet, um sie vor genau so etwas zu schützen.",0,0.867782542,10,2,8,,,2,1,1,"Ich denke, dies ist ein klarer Fall von jemandem, der eine Socke benutzt, um ein ArbCom-Verbot auf einer Seite zu bekommen, die derzeit auf Bewährung ist, um sie vor genau dieser Art von Dingen zu schützen.",0,1,9,0,9,,,0,0,0
We should increase the use of probation,Wir sollten die Verwendung von Bewährungsstrafen erhöhen,"After a meeting with the head of the university's campus security service, the ban was reduced to probation.  ",0,0.1,0,Nach einer Besprechung mit dem Leiter des Universitaetssicherheitsdienstes  war das Verbot auf Bewaehrung reduziert. ,0,0.90607288,10,1,9,,,1,0,1,Nach einem Treffen mit dem Leiter des Campus-Sicherheitsdienstes der Universität wurde das Verbot auf Bewährung reduziert.  ,0,0.706804289,10,4,6,1,1,4,4,0
We should increase the use of public spaces,Wir sollten die Nutzung öffentlicher Räume erhöhen,"A supporter of the ""Save Kesey Square"" Facebook page expressed the sentiment, ""Public space creates and increases consciousness about what we can create and what we can imagine."" .  ",1,1,1,"Ein Befürworter der Facebook-Seite ""Save Kesey Square"" drückte das Gefühl aus: ""Öffentlicher Raum schafft und erhöht das Bewusstsein dafür, was wir schaffen und was wir uns vorstellen können"".",1,0.923297896,11,10,1,1,1,10,10,0,"Ein Unterstützer der Facebook-Seite ""Save Kesey Square"" drückte die Stimmung aus: ""Öffentlicher Raum schafft und erhöht das Bewusstsein darüber, was wir schaffen können und was wir uns vorstellen können."".  ",1,1,10,8,2,1,1,8,8,0
We should increase the use of public spaces,Wir sollten die Nutzung öffentlicher Räume erhöhen,"""We believe that Montanans, the American public, and people everywhere value access to open spaces where plants and animals thrive in their natural environment.",1,1,1,"Wir glauben, dass die Einwohner von Montana, das amerikanische Volk, und Menschen ueberall, den Zugang zu offener Natur schaetzen, wo Pflanzen und Tiere in ihrer natuerlichen Umgebung  gedeihen.",1,0.753442372,10,7,3,1,1,7,7,0,""" Wir glauben, dass Montaner, die amerikanische Öffentlichkeit und überall Menschen Zugang zu Freiräumen haben, in denen Pflanzen und Tiere in ihrer natürlichen Umgebung gedeihen.",1,0.875555419,10,8,2,1,1,8,7,1
We should increase the use of rapid transit,Wir sollten die Nutzung des schnellen Transits erhöhen,The unprecedented growth which characterized the Los Angeles region in the postwar years ultimately led to the closure of the Subway in the 1950s.,0,0.1,0,"Das beispiellose Wachstum, das die Region Los Angeles in den Nachkriegsjahren kennzeichnete, führte schließlich zur Schließung der U-Bahn in den 1950er Jahren.",0,0.957803642,11,2,9,,,2,1,1,"Das beispiellose Wachstum, das die Region von Los Angeles in den Nachkriegsjahren auszeichnete, führte letztlich zur Schließung der Subway in den 1950er-Jahren.",0,1,10,1,9,,,1,0,1
We should increase the use of rapid transit,Wir sollten die Nutzung des schnellen Transits erhöhen,"The SociÃ©tÃ© de transport de MontrÃ©al (STM) () is a public transport agency that operates transit bus, and rapid transit services in Montreal, Quebec, Canada.",0,0.090909091,0,"SociA@Ac de transport de MontrAcal (STM) ist eine oeffentliche Transportagentur fuer Linienbusse und und Schnellbahnen in Montreal, Quebec, Canada..",0,1,7,0,7,,,0,0,0,"Die Société de transport de Montréal (STM) () ist eine ÖPNV-Agentur, die Transitbusse betreibt, und schnelle Transitdienste in Montreal, Quebec, Kanada.",0,1,7,0,7,,,0,0,0
We should increase the use of scholarships,Wir sollten die Verwendung von Stipendien erhöhen,"$100,000 to the University of Southern California, for ""scholarships for poor students.""",1,0.636363636,1,"100.000 Dollar an die Universität von Südkalifornien für ""Stipendien für arme Studenten"".",1,0.720240458,11,6,5,1,1,6,6,0,"$100.000 an die University of Southern California, für ""Stipendien für arme Studenten.""",1,0.710444895,10,5,5,1,1,5,5,0
We should increase the use of scholarships,Wir sollten die Verwendung von Stipendien erhöhen,"On 10 September 1998, in a press release, the minister stated: The scholarships are probably unconstitutional due to the limitation in section 51 preventing civil conscription of doctors."" .",1,1,-1,"In einer Pressemitteilung vom 10. September 1998 sagte der Minister, dass Stipendien wahrscheinlich verfassungswidrig sind durch die Limitierung in Abschnitt 51, der die staatliche Einberufung von Aerzten verhindert.",1,0.758209982,10,7,3,-1,1,7,0,7,"Am 10. September 1998, in einer Pressemitteilung, erklärte der Minister: Die Stipendien sind wahrscheinlich verfassungswidrig aufgrund der Einschränkung in Abschnitt 51 verhindern, dass die zivile Wehrpflicht von Ärzten. "".",1,1,7,7,0,-1,1,7,0,7
We should increase the use of telemedicine,Wir sollten die Verwendung von Telemedizin erhöhen,"The medical institutions of the Plaza de la Salud: the General Hospital (HGPS) and the Centers for Diagnostics and Advanced Medicine and Medical Conferences and Telemedicine (CEDIMAT), part of the concept created by Dr. Juan Manuel Taveras Rodriguez, a world-renowned Dominican medical specialist, considered the father of Neuroradiology.",0,0.2,0,"Die medizinischen Institute von Plaza de La Salud: das Krankenhaus (HGPS), die Centers for  Diagnostics und Advanced Medicine und medizinischen Konferenzen und Telemedizin (CEDIMAT), Teil eines Konzepts, das von Dr. Juan Manuel Taveras Rodgriguez, einem weltbekannten dominikanischen medizinischen Spezialisten, der als der Vater der Neuroradiology angesehen wird., ins Leben gerufen wurde.",0,0.953909567,10,1,9,,,1,1,0,"Die medizinischen Einrichtungen der Plaza de la Salud: das Allgemeine Krankenhaus (HGPS) und die Zentren für Diagnostik und fortgeschrittene Medizin und medizinische Konferenzen und Telemedizin (CEDIMAT), Teil des Konzepts von Dr. Juan Manuel Taveras Rodriguez, ein weltweit anerkannter Dominikanermediziner, der als der Vater der Neuroradiologie gilt.",0,0.935478178,10,1,9,,,1,1,0
We should increase the use of telemedicine,Wir sollten die Verwendung von Telemedizin erhöhen,He is a strong advocate of telemedicine as a means to reduce the costs of treating patients .,1,0.6,1,Er ist ein starker Befürworter der Telemedizin als Mittel zur Senkung der Kosten für die Behandlung von Patienten.,1,0.962517134,10,9,1,1,1,9,8,1,"Er ist ein starker Verfechter der Telemedizin als Mittel, um die Kosten für die Behandlung von Patienten zu senken.",1,0.876423197,11,9,2,1,1,9,9,0
We should increase the workweek,Wir sollten die Wochenarbeitszeit erhöhen,Some governments create tax-free weekends as incentives for business investment.,0,0,0,Manche Regrierungen bieten steuerfreie Wochenenden als Anreiz fuer Geschaeftsinvestitionen.,0,0.892742677,10,2,8,,,2,2,0,Einige Regierungen schaffen steuerfreie Wochenenden als Anreize für Unternehmensinvestitionen.,0,0.945667016,10,1,9,,,1,0,1
We should increase the workweek,Wir sollten die Wochenarbeitszeit erhöhen,"Megabus worked okay, willing to try it again, but not sure if that weekend is good.",0,0,0,"Megabus funktionierte gut, bereit, es noch einmal zu versuchen, aber ich bin nicht sicher, ob dieses Wochenende gut ist.",0,0.625289857,10,4,6,-1,1,4,0,4,"Megabus arbeitete okay, bereit, es noch einmal zu versuchen, aber nicht sicher, ob das Wochenende gut ist.",0,0.587620271,10,3,7,,,3,0,3
We should increase trade barriers,Wir sollten Handelshemmnisse verstärken,"Be a producer or exporter of arms or sensitive industrial equipment  Maintain non-proliferation policies and appropriate national policies, including adherence to: Non-proliferation policies, such as (where applicable) the Nuclear Suppliers Group, the Missile Technology Control Regime, and the Australia Group Nuclear Non-Proliferation Treaty, the Biological Weapons Convention, the Chemical Weapons Convention and, where applicable, START I (including the Lisbon Protocol)  Maintain fully effective export controls .  ",0,0.1,0,"Sei es ein Produzent von Waffen oder empfindlichem Industrieausruestungen, unterstuetze nicht-Weitergabebestimmungen, einschliesslich  Befolgung von nicht-Weitergabebestimmungen wie (wo zutreffend) die Nuclear Suppliers Group, das Missile Technology Conrol Regime, und die Australia Grop Nuclear Non-Proliferation Treaty, die Biological Weapons Convention, die Chemical Weapons Convention und, wo zutreffend, START (einschliesslich des Lisbon Protocol) Unterstuetze effective Exportkontrollen. ",0,0.957603462,10,1,9,,,1,1,0,"Ein Erzeuger oder Ausführer von Rüstungsgütern oder sensiblen Industrieausrüstungen sein, die Politiken zur Nichtverbreitung von Kernwaffen und entsprechende nationale Politiken beibehalten, einschließlich der Einhaltung von Strategien für die Nichtverbreitung von Kernwaffen, wie etwa (gegebenenfalls) der Gruppe der Kernmaterial-Lieferländer, des Raketentechnikkontrollsystems und des Vertrags über die nukleare Non-Proliferation Australiens, des Übereinkommens über biologische Waffen, des Chemiewaffenübereinkommens und gegebenenfalls START I (einschließlich des Protokolls von Lissabon), Steuerelemente.  ",0,0.945667016,10,1,9,,,1,1,0
We should increase trade barriers,Wir sollten Handelshemmnisse verstärken,From October 1994 until September 1999 he was the Chief of the Northwestern Center of the Federal Directorate for Currency and Export Control of Russia.,0,0,0,Von Oktober 1994 bis September 1999 war er Leiter des nordwestlichen Zentrums der Föderalen Direktion für Währung und Exportkontrolle Russlands.,0,1,7,0,7,,,0,0,0,Von Oktober 1994 bis September 1999 war er Leiter des Northwestern Center of the Federal Directorate for Currency and Export Control of Russia (Northwestern Center of the Federal Directorate for Currency and Export Control of Russia).,0,1,7,0,7,,,0,0,0
We should introduce a national identity card,Wir sollten einen nationalen Personalausweis einführen,"Electoral Commission Chairman Graeme Leung had announced in late November 2005 that identity cards for voters were being prepared, to discourage voter impersonation.",0,0.5,1,"Der Vorsitzende der Wahlkommission, Graeme Leung, hatte Ende November 2005 angekündigt, dass Personalausweise für Wähler vorbereitet würden, um von der Nachahmung von Wählern abzuschrecken.",0,0.521546736,10,5,5,1,1,5,5,0,"Der Vorsitzende der Wahlkommission, Graeme Leung, hatte Ende November 2005 angekündigt, dass Personalausweise für die Wähler vorbereitet wurden, um die Wählerimmanation zu entmutigen.",1,0.511336219,10,5,5,,,5,5,0
We should introduce a national identity card,Wir sollten einen nationalen Personalausweis einführen,A Department of Health and Human Services identification card is needed for immediate access.,0,0.222222222,0,Eine Identifikationskarte vom Gesundheitsamt ist notwendig fuer sofortigen Zugang.,1,1,7,7,0,1,1,7,7,0,Für den sofortigen Zugriff ist eine Identifikationskarte des Department of Health and Human Services erforderlich.,1,0.841292398,10,5,5,1,1,5,5,0
We should introduce guaranteed minimum income,Wir sollten garantiertes Mindesteinkommen einführen,"In 1973, Daniel Patrick Moynihan wrote The Politics of a Guaranteed Income, in which he advocated the guaranteed minimum income and discussed Richard Nixon's Guaranteed Annual Income (GAI) proposal .  ",1,0.7,1,"1973 schrieb Daniel Patrick Moynihan The Politics of a Guaranteed Income (Die Politik eines garantierten Einkommens), in dem er für das garantierte Mindesteinkommen eintrat und den Vorschlag von Richard Nixon für ein garantiertes Jahreseinkommen (GAI) diskutierte.  ",1,0.913731439,11,10,1,1,1,10,10,0,"1973 schrieb Daniel Patrick Moynihan The Politics of a Guaranteed Income, in dem er das garantierte Mindesteinkommen befürwortete und Richard Nixons Guaranteed Annual Income (GAI) -Vorschlag diskutierte.  ",1,0.847753217,10,7,3,1,1,7,7,0
We should introduce guaranteed minimum income,Wir sollten garantiertes Mindesteinkommen einführen,"In July 2013, the Cypriot government unveiled a plan to reform the welfare system in Cyprus and create a Guaranteed Minimum Income for all citizens.",1,1,1,Im July 2013 maxchte die zypriotische Regierung  einen Plan zur Reformierung des Sozialsystems in Zypern bekannt und rief ein guarantiertes Minimumeinkommen fuer alle Staatsbuerger ins Leben.,1,0.698053656,10,5,5,1,1,5,5,0,Im Juli 2013 enthüllte die zyprische Regierung einen Plan zur Reform des Wohlfahrtssystems in Zypern und zur Schaffung eines garantierten Mindesteinkommens für alle Bürger.,1,1,7,7,0,1,1,7,7,0
