topic_EN,topic_DE,argument_EN,stance_label_EN,stance_conf_EN,quality_score_EN,argument_DE_ht,num_labelers_ht,stance_label_ht,stance_conf_ht,stance_pro_ht,stance_neutral_ht,stance_con_ht,quality_score_ht,quality_positive_ht,quality_negative_ht,argument_DE_mt,num_labelers_mt,stance_label_mt,stance_conf_mt,stance_pro_mt,stance_neutral_mt,stance_con_mt,quality_score_mt,quality_positive_mt,quality_negative_mt
We should ban targeted killing,Wir sollten das gezielte Töten verbieten,selective killings in one way or another venefician society because if social phenomena are killed the quality of life is improved,-1,0.662322767,0.37895,"selektive Tötungen auf die eine oder andere Weise in der venezolanischen Gesellschaft, denn wenn soziale Phänomene getötet werden, wird die Lebensqualität verbessert",6,-1,0.855941647,0,1,5,0,0,6,"selektive Morde in der einen oder anderen venefizianischen Gesellschaft, weil, wenn soziale Phänomene getötet werden, die Lebensqualität verbessert wird",5,-1,0.821222973,0,1,4,0,0,5
We should legalize cannabis,Wir sollten Cannabis legalisieren,"as a party to the international treaties, the United States has agreed to limit the use of marijuana only to medical and scientific purposes",-1,0.448703315,0.30923,"Als Mitglied internationaler Abkommen, haben die Vereinigten Staaten der Legalisiereung von Cannabis zugestimmt, um den Gebrauch von Mariujana nur auf medizinische und wissetnschaftliche Zwecke zu beschraenken",5,1,0.802327077,4,1,0,0.144606376,1,4,"als Partei der internationalen Verträge haben die Vereinigten Staaten vereinbart, den Gebrauch von Marihuana nur auf medizinische und wissenschaftliche Zwecke zu beschränken",8,-1,0.438590118,1,3,4,0.199751673,2,6
We should legalize cannabis,Wir sollten Cannabis legalisieren,cannabis causes people to withdraw from society and as a whole we will be less productive if its usage increases.,-1,1,0.84161,"Cannabis bewirkt, dass sich Menschen von der Gesellschaft zurueckziehen und insgesamt werden wir weniger produktiv sein, wenn sein Gebrauch zunimmt.",5,-1,1,0,0,5,0.855393624,4,1,"Cannabis führt dazu, dass Menschen sich aus der Gesellschaft zurückziehen, und als Ganzes werden wir weniger produktiv sein, wenn ihre Verwendung zunimmt.",6,-1,0.818215312,1,0,5,0.873508649,4,2
We should legalize cannabis,Wir sollten Cannabis legalisieren,"cannabis is a dangerous addictive drug, it can cause depression, anxiety and psychosis",-1,1,1,"Cannabis ist eine gefaehrliche suechtig machende Droge, die Depression, Angstzustaende und Psychosen verursachen kann",5,-1,1,0,0,5,0.69108263,3,2,"Cannabis ist ein gefährliches Suchtmittel, es kann Depressionen, Angst und Psychose verursachen",8,-1,1,1,0,7,1,8,0
We should legalize cannabis,Wir sollten Cannabis legalisieren,"cannabis should be legalized because since alcohol is legal, cannabis should be too, and the effects of cannabis are much more mild compared to that of alcohol.",1,1,0.75382,"Cannabis sollte legalisiert werden, weil seit Alkohol legal ist, sollte Cannabis es auch sein, und die Auswirkungen von Cannabis sind viel milder im Vergleich zu denen von Alkohol.",10,1,1,9,0,1,0.830504044,8,2,"Cannabis sollte legalisiert werden, da Alkohol legal ist, Cannabis sollte auch sein, und die Auswirkungen von Cannabis sind viel milder im Vergleich zu dem des Alkohols.",9,1,1,9,0,0,0.655369229,6,3
We should legalize cannabis,Wir sollten Cannabis legalisieren,cannabis should not be legalised because its long term use is associated with an increased risk of the development of psychotic illnesses such as schizophrenia,-1,1,0.91677,"Cannabis sollte nicht legalisiert werden, weil sein langfristiger Konsum mit einem erhöhten Risiko für die Entwicklung psychotischer Krankheiten wie Schizophrenie verbunden ist",6,-1,1,0,0,6,1,6,0,"Cannabis sollte nicht legalisiert werden, da seine langfristige Verwendung mit einem erhöhten Risiko für die Entwicklung psychotischer Krankheiten wie Schizophrenie verbunden ist.",9,-1,0.925271063,1,0,8,1,9,0
We should legalize cannabis,Wir sollten Cannabis legalisieren,Legalizing cannabis will just open the door to the legalization of more dangerous drugs.,-1,1,0.91431,Die Legalisierung von Cannabis wird nur die Tür für die Legalisierung gefährlicherer Drogen öffnen.,6,-1,1,0,0,6,0.874334104,5,1,Cannabis zu legalisieren wird gerade die Tür zur Legalisierung gefährlicher Drogen öffnen.,5,-1,1,0,0,5,0.567196862,3,2
We should legalize cannabis,Wir sollten Cannabis legalisieren,legalising cannabis would take the trade out of the hands of criminal gangs,1,1,0.96306,Die Legalisierung von Cannabis wuerde den Handel aus den Haenden krimineller Gangs entfernen,5,1,1,5,0,0,1,5,0,Legalisierung von Cannabis würde den Handel aus den Händen krimineller Banden nehmen,9,1,1,9,0,0,0.83604781,6,3
We should legalize cannabis,Wir sollten Cannabis legalisieren,legalizing marijuana could create thousands of jobs  in the actual marijuana business and in related fields,1,1,1,Die Legalisierung von Marihuana könnte Tausende von Arbeitsplätzen im eigentlichen Marihuana-Geschäft und in verwandten Bereichen schaffen,6,1,1,6,0,0,0.889404298,5,1,Legalisierung von Marihuana könnte Tausende von Arbeitsplätzen im eigentlichen Marihuana-Geschäft und in verwandten Bereichen schaffen,5,1,1,5,0,0,1,5,0
We should legalize cannabis,Wir sollten Cannabis legalisieren,it is almost impossible to police and no more harmful than alcohol so legalising cannabis would free police resources to go after those using or supplying more dangerous drugs.,1,0.912004055,0.5074,"Es ist fast unmoeglich zu kontrollieren und nicht schaedlicher als Alkohol, so wuerde ide Legalisierung von Cannabis Polizeireserven freistellen um diejenigen zu verfolgen, die  gefaehrlichere Drogen benutzen oder verkaufen.",6,1,1,6,0,0,0.654209457,4,2,"es ist fast unmöglich der Polizei und nicht schädlicher als Alkohol, so dass die Legalisierung von Cannabis würde die Polizei Ressourcen zu gehen, nach denen zu gehen, oder die Lieferung von mehr gefährlichen Drogen.",8,1,0.780395329,6,0,2,0.295650992,4,4
We should legalize cannabis,Wir sollten Cannabis legalisieren,"smoking weed is not as safe as many make it seem, and legalizing it will only endorse this unhealthy practice.",-1,1,0.89858,"Gras zu rauchen ist nicht so ungefaehrlich wie es viele erscheinen lassen, und es zu legalisieren wird diese ungesunde Gewohnheit nur gutheissen",9,-1,1,0,0,9,0.607513694,5,4,"Rauchen Unkraut ist nicht so sicher, wie viele machen es scheinen, und Legalisierung es wird nur diese ungesunde Praxis zu unterstützen.",5,-1,1,0,0,5,0,0,5
We should legalize cannabis,Wir sollten Cannabis legalisieren,"Marijuana is repulsive to some but so is alcohol, so if you are to keep one legal you must make the other legal.",1,0.801767938,0.48163,"Marihuana ist für einige abstoßend, aber auch Alkohol ist abstoßend. Wenn Sie also das eine legal halten wollen, müssen Sie das andere legal machen.",6,1,1,6,0,0,0.61453992,4,2,"Marihuana ist zu einigen abstoßend, aber so ist Alkohol, so dass, wenn Sie sind, um einen legalen Sie müssen die andere legale zu machen.",5,1,1,5,0,0,0.226115296,1,4
We should legalize cannabis,Wir sollten Cannabis legalisieren,our tax dollars are wasted on criminalizing the possession and use of cannabis when they could spent on more serious crimes.,1,1,0.83955,"Unsere Steuergelder werden für die Kriminalisierung des Besitzes und Konsums von Cannabis verschwendet, obwohl sie für schwerere Verbrechen ausgegeben werden könnten.",6,1,1,6,0,0,0.855393624,5,1,"unsere Steuergelder verschwendet werden, um den Besitz und die Verwendung von Cannabis zu kriminalisieren, wenn sie für schwerere Verbrechen ausgegeben werden könnten.",8,1,0.925271063,6,0,2,0.785232915,6,2
We should legalize cannabis,Wir sollten Cannabis legalisieren,"we don't know the long term effects of cannabis use because there have never been adequate studies.  until there are scientific studies done to ensure long term safety, cannabis should not be legalized.",-1,1,0.60532,"wir kennen die langfristigen Auswirkungen des Cannabiskonsums nicht, weil es nie adäquate Studien gegeben hat. solange es keine wissenschaftlichen Studien gibt, um die langfristige Sicherheit zu gewährleisten, sollte Cannabis nicht legalisiert werden.",6,-1,1,0,0,6,0.764805159,5,1,"Wir kennen die langfristigen Auswirkungen des Cannabiskonsums nicht, weil es nie entsprechende Studien gegeben hat.  Bis es wissenschaftliche Studien zur Gewährleistung der langfristigen Sicherheit gibt, sollte Cannabis nicht legalisiert werden.",5,-1,1,0,0,5,1,5,0
We should legalize cannabis,Wir sollten Cannabis legalisieren,we shouldn't legalize cannabis because it has been proven to increase the likelihood of mental illnesses such as depression,-1,1,1,"wir sollten Cannabis nicht legalisieren, weil es erwiesenermaßen die Wahrscheinlichkeit psychischer Erkrankungen wie Depressionen erhöht",6,-1,1,0,0,6,0.763738402,4,2,"sollten wir Cannabis nicht legalisieren, weil es nachweislich die Wahrscheinlichkeit von psychischen Erkrankungen wie Depressionen erhöht",5,-1,1,0,0,5,0.69108263,3,2
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,the lack of prayer and god in schools is what has contributed to our country's moral decline over the past few decades.,-1,1,0.83799,Das Fehlen von Gebet und Gott in Schulen hat zum  Rueckgang der Moral unseres Landes in den letzten paar Jahrzehnten beigetragen.,9,-1,1,0,0,9,0.742163788,7,2,"Der Mangel an Gebet und Gott in den Schulen ist das, was zu unserem moralischen Niedergang in den letzten Jahrzehnten beigetragen hat.",8,-1,1,0,0,8,0.203035779,2,6
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,prayer in schools forces religion upon children which violates their 1st amendment rights.,1,1,1,"Das Gebet in Schulen zwingt den Kindern die Religion auf, was ihre Rechte nach dem 1. verletzt",6,1,1,6,0,0,0.803524809,5,1,"Das Gebet in den Schulen zwingt die Religion zu den Kindern, die ihre ersten Änderungsrechte verletzen.",9,1,1,9,0,0,0.457339172,4,5
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,"school prayer brings people together in fostering an atmosphere of peace and understanding, and should be seen as a message of universality rather than an appeal to a single religion.",-1,1,0.78478,"Das Schulgebet bringt Menschen zusammen im Foerdern einer Atmosphaere von Frieden und Verstaendnis, und sollte als Botschaft der Allgemeingueltigkeit gesehen werden, statt eines  Appells an eine einzige Religion.",10,-1,1,1,0,9,0.915252022,8,2,"Das Schulgebet bringt die Menschen zusammen, um eine Atmosphäre des Friedens und der Verständigung zu fördern, und sollte als eine Botschaft der Universalität und nicht als eine Berufung auf eine einzige Religion gesehen werden.",5,-1,1,0,0,5,1,5,0
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,school prayer is exclusionary and should be abolished.  schools now have children of many different nationalities and faiths and they should not be forced to listen to prayer from another religion.,1,1,0.97856,"Das Schulgebet ist ausgrenzend und sollte abgeschafft werden. Die Schulen haben heute Kinder vieler verschiedener Nationalitäten und Glaubensrichtungen, und sie sollten nicht gezwungen werden, dem Gebet einer anderen Religion zuzuhören.",6,1,1,6,0,0,1,6,0,"Das Schulgebet ist ausgrenzend und sollte abgeschafft werden.  Schulen haben jetzt Kinder von vielen verschiedenen Nationalitäten und Glaubensrichtungen, und sie sollten nicht gezwungen werden, das Gebet von einer anderen Religion zu hören.",5,1,1,5,0,0,1,5,0
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,"school prayer acts in violation of basic religious freedom, by forcing all children to worship one diety.",1,1,0.90866,"Das Schulgebet verstößt gegen die grundlegende Religionsfreiheit, indem es alle Kinder zwingt, eine Gottheit zu verehren.",6,1,1,6,0,0,1,6,0,"Das Schulgebet verstoße gegen die grundlegende Religionsfreiheit, indem alle Kinder gezwungen werden, eine Frömmigkeit zu verehren.",9,1,1,9,0,0,1,8,1
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,Prohibition  of prayer in school could be deemed as  violation of one's 1st amendment  rights,-1,1,0.84893,Verbot vom Gebet in der Schule koennte als Verstoss gegen die Rechte des ersten Verfassungszusatzes eines Menschen erachtet werden.,5,-1,1,0,0,5,0.69108263,3,2,Das Verbot des Gebets in der Schule könnte als Verletzung der 1. Änderungsrechte angesehen werden,9,-1,1,0,0,9,0.058727447,2,7
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,the prohibition of school prayer does in fact amount to religious discrimination,-1,1,1,Das Verbot des Schulgebets stellt in der Tat eine religiöse Diskriminierung dar.,6,-1,1,0,0,6,0.528543561,3,3,Das Verbot des Schulgebets ist in der Tat eine religiöse Diskriminierung,9,-1,1,0,0,9,0.478657341,4,5
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,people should be allowed the freedom to pray where they want.,-1,1,0.86606,Es sollte Menschen erlaubt sein zu beten wo immer sie mochten.,5,-1,0.821222973,1,0,4,0.268492144,1,4,"Die Menschen sollten die Freiheit haben, zu beten, wo sie wollen.",9,-1,1,0,0,9,0.481789316,5,4
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,this practice can be uncomfortable for kids not practicing any religion.,1,1,1,"Dies koennte fuer Kinder,  die keine Religion praktizieren, unangenehm sein. ",5,1,1,5,0,0,0.60957371,3,2,"Diese Praxis kann für Kinder, die keine Religion praktizieren, unangenehm sein.",8,1,1,7,0,1,0.824536659,7,1
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,"i think that everyone is free to be of the religion they want, which prohibit school prayer would be shortening certain freedoms to some students",-1,0.895693988,0.65117,"ich denke, dass es jedem frei steht, der Religion anzugehören, die er will, was das Schulgebet verbieten würde, würde einigen Schülern gewisse Freiheiten einschränken",6,-1,0.703999527,2,0,4,0.283529847,2,4,"Ich denke, jeder ist frei, von der Religion zu sein, die sie wollen, die das Schulgebet verbieten würde bestimmte Freiheiten zu einigen Studenten verkürzen",5,-1,0.553889755,2,0,3,0,0,5
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,in the first amendment clearly prohibits an establishment of one religion over another.,1,0.665749382,0.7243,im ersten Artikel verbietet eindeutig die Etablierung einer Religion gegenüber einer anderen.,6,1,0.85701918,5,1,0,0.378278321,2,4,"In der ersten Änderung ist eindeutig verboten, eine Religion über einen anderen zu schaffen.",5,1,0.822560195,4,1,0,0.164310994,1,4
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,religious beliefs are forced upon children and children of different religions may feel excluded,1,0.909011758,0.87743,Religioeser Glauben wird Kindern aufgezwungen und Kinder anderer Religionen moegen sich ausgeschloessen fuehlen,5,1,1,5,0,0,0.773884704,4,1,,,,,,,,,,
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,"school and religion have nothing to do with each other; if students want to pray they can do it at home or church, not school",1,1,1,"Schule und Religion haben nichts miteinander zu tun; wenn die Schülerinnen und Schüler beten wollen, können sie das zu Hause oder in der Kirche tun, nicht in der Schule",6,1,1,6,0,0,1,6,0,"Schule und Religion haben nichts miteinander zu tun; wenn die Schüler beten wollen, können sie es zu Hause oder in der Kirche tun, nicht die Schule",5,1,1,5,0,0,1,5,0
We should prohibit school prayer,Wir sollten das Schulgebet verbieten,"school prayers are a clear violation of the separation of church and state, and thus should be banned.",1,1,1,"Schulgebete sind ein klarer Verstoss gegen die Trrennung von Kirche und Staat, und sollten daher verboten werden.",5,1,1,5,0,0,1,5,0,Schulgebete stellen einen klaren Verstoß gegen die Trennung von Kirche und Staat dar und sollten daher verboten werden.,6,1,1,6,0,0,1,6,0
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,prohibiting women in combat is sexist.  women are just as capable of men in combat with proper training.,-1,1,0.90362,Frauen das Kaempfen zu verbieten ist sexist. Mit richtigem Training sind Frauen im Kampf genauseo faehig wie Maenner.,5,-1,1,0,0,5,1,5,0,"das Verbot von Frauen im Kampf ist sexistisch.  Frauen sind genauso in der Lage, Männer im Kampf mit richtigem Training zu kämpfen.",9,-1,1,1,0,8,0.831792706,7,2
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,Women belong in combat just as much as men do because they are trained just as hard as men.,-1,0.896527899,0.68396,"Frauen gehören genauso in den Kampf wie Männer, weil sie genauso hart trainiert werden wie Männer.",6,-1,1,0,0,6,0.503944217,3,3,"Frauen gehören im Kampf genauso an wie Männer, weil sie genauso hart trainiert werden wie Männer.",9,-1,1,1,0,8,0.365107655,3,6
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,women can be as physically capable as men and because they think differently to men can bring a different perspective that could be invaluable in combat.,-1,1,0.68514,"Frauen koennen koerperlich so faehig wie Maenner sein, und da sie anders denken als Maenner koennen sie eine andere Perspektive bringen, die im Kampf ausserordentlich wertvoll sein koennte.",5,-1,1,0,0,5,1,5,0,"Frauen können so körperlich in der Lage sein wie Männer, und weil sie anders denken, können Männer eine andere Perspektive einbringen, die im Kampf unschätzbar sein könnte.",8,-1,0.887731437,1,1,6,0.603415635,5,3
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,women can have any job they want in these modern times and if serving their country is appealing to them then they should be allowed to serve just like anyone else.,-1,1,0.87723,"Frauen können in diesen modernen Zeiten jeden Job haben, den sie wollen, und wenn es für sie attraktiv ist, ihrem Land zu dienen, dann sollte es ihnen erlaubt sein, wie jeder andere auch zu dienen.",6,-1,1,0,0,6,1,6,0,"Frauen können in diesen modernen Zeiten jeden Job haben, den sie wollen, und wenn sie ihrem Land dienen, dann sollten sie sich wie jeder andere bedienen lassen.",5,-1,1,0,0,5,0.164310994,1,4
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,women in are just as capable as men combat,-1,1,0.81744,Frauen sind im Kampf genauso fähig wie Männer,6,-1,1,0,0,6,0.503944217,3,3,Frauen sind genauso in der Lage wie Männer zu bekämpfen,5,-1,1,0,0,5,0.226115296,1,4
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,women aren't as physically capable as men so shouldn't be put in danger like that,1,1,0.66339,Frauen sind körperlich nicht so leistungsfähig wie Männer und sollten deshalb nicht auf diese Weise in Gefahr gebracht werden.,6,1,0.811439184,5,0,1,0.629278329,3,3,"Frauen sind nicht so körperlich in der Lage wie Männer, so dass sie nicht in Gefahr gebracht werden sollten, wie das",9,1,0.925271063,8,0,1,0.101217399,1,8
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,women should be accepted into the ranks of the soldiery just as men if they too have passed the necessary assessments as they too can fulfil an important role which compliments existing soldiers,-1,1,0.52215,"Frauen sollten ebenso wie Männer in die Reihen der Soldaten aufgenommen werden, wenn auch sie die notwendigen Beurteilungen bestanden haben, da auch sie eine wichtige Rolle erfüllen können, die die bestehenden Soldaten ergänzt.",6,-1,1,0,0,6,0.889404298,5,1,"Frauen sollten in die Reihen der Soldatin aufgenommen werden, genauso wie Männer, wenn auch sie die notwendigen Beurteilungen bestanden haben, da sie auch eine wichtige Rolle spielen können, die bestehende Soldaten ergänzen",5,-1,1,0,0,5,0.60957371,3,2
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,women shouldnâ€™t be stopped from fighting based purely on their gender; instead tests should be carried out on everyone wanting to fight to ensure they meet the minimum standards.,-1,1,1,"Frauen sollten vom Kaempfen nicht nur wegen ihres Geschlechts zurueckgehalten werden, stattdessen sollte jeder der kaempfen will getested wird um sicherzutellen, dass er den Minimumstandards genuegt. ",5,-1,0.742450571,1,0,4,0,0,5,"Frauen sollten nicht auf der Grundlage ihres Geschlechts auf der Grundlage von Kämpfen gestoppt werden; stattdessen sollten Tests für alle durchgeführt werden, die kämpfen wollen, um sicherzustellen, dass sie die Mindeststandards erfüllen.",9,-1,1,0,0,9,0.85601246,8,1
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,"having combat units comprised of mixed genders would be dangerous due to the divergence of physical abilities - they would cease to funtion smoothly, and decisions would be swayed by male protective instincts.",1,1,0.79567,"Kampfeinheiten, die aus gemischten Geschlechtern bestehen, wären aufgrund der unterschiedlichen körperlichen Fähigkeiten gefährlich - sie würden nicht mehr reibungslos funktionieren, und Entscheidungen würden von männlichen Beschützerinstinkten beeinflusst werden.",6,1,1,6,0,0,0.481275312,3,3,"Kampfeinheiten aus gemischten Geschlechtern wären aufgrund der Divergenz der körperlichen Fähigkeiten gefährlich-sie würden reibungslos aufhören, und Entscheidungen würden von männlichen Schutzinstinkten gescheut.",9,1,1,8,0,1,0.498068273,6,3
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,many women are not a physically strong as men,1,1,0.65786,Viele Frauen sind koerperlich nicht so stark wie Maenner. ,6,1,0.84805788,5,0,1,0.378278321,2,4,viele Frauen sind nicht körperlich stark als Männer,8,1,1,8,0,0,0.094732004,1,7
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,we should prohibit women in combat because it will be distracting for the men who will feel the need to help and protect them in times of battle when they should be focused on the battle.,1,1,1,"Wir sollten Frauen verbieten im Krieg zu kaempfen, weill es fuer die Maenner ablenkend  wird, die sich verantwortlich fuehlen ihnen im Kampf zu helfen und sie zu beschuetzen, wenn sie sich auf den Kamf konzentrieren sollten.",10,1,0.890863832,9,0,1,0.268135882,4,6,"Wir sollten Frauen im Kampf verbieten, weil es für die Männer abgelenkt wird, die das Bedürfnis haben, zu helfen und sie in Zeiten des Kampfes zu schützen, wenn sie sich auf den Kampf konzentrieren sollten.",8,1,1,8,0,0,0.396503989,3,5
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,we should prohibit women in combat because it would be distracting for the men who would feel the need to protect them during battles.,1,1,1,"wir sollten Frauen im Kampf verbieten, weil es für die Männer, die das Bedürfnis verspüren würden, sie während der Kämpfe zu schützen, ablenkend wäre.",6,1,1,6,0,0,0.432803138,2,4,"Wir sollten Frauen im Kampf verbieten, weil es für die Männer, die das Bedürfnis verspüren, sie während der Schlachten zu schützen, ablenken würde.",5,1,1,5,0,0,0,0,5
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,we should let women in combat as long as they have proved themselves to be capable,-1,0.91112266,0.88872,"Wir sollten Frauen kaempfen lassen, solange sie bewiesen haben, dass sie faehig sind.",10,-1,1,1,0,9,0.543518021,4,6,"Wir sollten Frauen im Kampf, solange sie sich als fähig erwiesen haben,",5,-1,1,0,0,5,0.349546836,1,4
We should prohibit women in combat,Wir sollten Frauen im Kampf verbieten,we should not prohibit women in combat because they have every much right to fight for their country as men.,-1,0.926057763,0.90712,"Wir sollten es Frauen nicht verbieten im Krieg zu kaempfen, da sie das gleiche  Recht wie Maenner haben fue Ihr Land zu kaempfen.",5,-1,1,0,0,5,0.803524809,4,1,"wir sollten Frauen im Kampf nicht verbieten, weil sie jedes Recht haben, für ihr Land als Männer zu kämpfen.",7,-1,1,0,0,7,0.332908764,3,4
