topic_EN,topic_IT,argument_IT,stance_label,stance_conf,stance_num_labelers,stance_con,stance_neutral,stance_pro,quality_score,quality_num_labelers,quality_negative,quality_positive
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"Il targeted killing aiuta i servizi segreti a mettere in sicurezza il paese da persone elevatamente pericolose, quindi è utile alla tranquillità del popolo",-1,1,5,5,0,0,1,5,0,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"In alcune situazioni,sopratutto quelle che riguardano il terrorismo può essere necessario questo metodo.",-1,1,5,5,0,0,1,5,0,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,In casi estremi ne va della nostra sopravvivenza,-1,0.607570842,10,6,2,2,0.246979689,8,5,3
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,In certe situazioni che implicano la sicurezza mondiale è una misura che purtroppo deve essere presa.,-1,1,5,5,0,0,1,5,0,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,In molti contesti non è possibile permettere alle persone di difendersi. Sono troppe le prove contro che è inutile un processo.,-1,0.792693949,5,4,0,1,0,5,5,0
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'efferatezza di alcuni reati merita la pena capitale.,-1,1,5,5,0,0,0.568239359,5,3,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'omicidio mirato andrebbe vietato perchè contrasta con i principi civili e morali sui quali si basano le società democratiche.,1,1,10,0,0,10,1,6,0,6
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'omicidio mirato può e deve essere utilizzato in casi di persone estremamente pericolose per un'intera nazione.,-1,0.955979947,10,9,0,1,1,5,0,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'omicidio mirato è utile a tutti quei governi che si sentono minacciati da nemici pericolosi e perciò è impensabile proporre il suo divieto.,-1,1,5,5,0,0,0.928946471,5,1,4
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"L'omicidio è omicidio,  a prescindere da chi lo commette o perché.",1,0.562481668,10,5,0,5,0.406116338,5,3,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'uccisione mirata deve essere abolita perché non è in linea con i principi dello Stato di diritto. Anche il peggiore criminale va assicurato alla giustizia e processato secondo i criteri comuni.,1,1,10,0,0,10,1,7,0,7
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'uccisione mirata di una persona che minaccia la sicurezza nazionale dev'essere considerata come difesa preventiva da atti terroristici.,-1,1,10,10,0,0,1,6,0,6
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'uccisione mirata ha consentito ad alcuni governi di debellare alcuni temibili avversari.,-1,0.778879451,10,8,0,2,0.523117133,9,5,4
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'uccisione mirata non dovrebbe essere vietata in quanto essendo mirata non c'è il rischio di uccidere innocenti.,-1,1,10,10,0,0,0.280209142,7,5,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'uccisione mirata non garantisce l'eliminazione di vittime innocenti.,1,0.788486229,10,1,1,8,0.854375448,6,1,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"L'uccisione mirata potrebbe essere, in certi casi, la salvezza del pianeta.",-1,1,5,5,0,0,0.126174298,5,4,1
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'uccisione mirata serve ad eliminare solo i corretti obiettivi e non vittime innocenti.,-1,1,5,5,0,0,0.639292888,5,2,3
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,L'uccisione mirata va consentita soltanto nei casi nei quali sia impossibile procedere diversamente. Ad esempio nei confronti di terroristi internazionali.,-1,0.507374689,10,5,0,5,0.622952731,9,3,6
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"L'uccisione mirata è un'uccisione premeditata: in quanto tale, va senz'altro vietata.",1,1,10,0,0,10,0.314673071,7,4,3
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"L'uccisione mirata è una pratica sbagliata nella lotta la terrorismo,significa usare le stesse armi che i terroristi usano contro il mondo occidentale,bisogna fermare questa spirale di odio",1,0.904084503,10,1,0,9,1,7,0,7
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"La guerra moderna con le sue macchine bottoni e lontananza è diventata spietata e vigliacca, I popoli ricchi premono bottoni e colpiscono il nemico lontano e a volte ignaro seppur a sua volta crudele",1,1,10,0,0,10,0.124464344,7,6,1
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,La natura dovrebbe lavorare in autonomia senza intervento da parte dell'uomo,1,0.609276225,5,1,1,3,0,5,5,0
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,La selezione per uccisione è utile per l'ambiente,-1,0.805052969,10,8,0,2,0.19504706,7,6,1
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"Nel  caso dell'aborto, una donna deve scegliere per se stessa,  partorire o no.",1,0.389222965,10,3,3,4,0,6,6,0
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"Nessuno deve essere ucciso, come principio",1,1,5,0,0,5,0.360707112,5,3,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Non c'è altro modo per combattere alcuna barbarie del mondo,-1,0.80988046,10,8,0,2,0.087839871,6,5,1
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Non dovremmo abolire l'uccisione mirata dei cinghiali in quanto sono in sovrannumero creando pericolo all'incolumità delle persone.,-1,1,10,10,0,0,0,5,5,0
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"Non dovremmo vietare l'omicidio mirato perchè, seppur drastica come misura, è talvolta necessaria per tutelare uno Stato da minacce di attentati.",-1,1,10,10,0,0,0.662664716,8,3,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Non dovremmo vietare l'uccisione mirata di animali perchè  gli animali anziani o malati vanno abbattuti per migliorare la specie,-1,1,10,10,0,0,0.416978342,6,4,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Non esiste al mondo nessun argomento legittimo che possa in qualche modo opporsi al divieto di omicidi mirati.,1,0.605257659,5,2,0,3,0,5,5,0
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Ogni Stato ha il diritto-dovere di proteggere con qualunque mezzo legale la sicurezza dei propri cittadini quando venga minacciata dal terrorismo interno o estero.,-1,1,10,9,0,1,0.594146961,6,2,4
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"Probabilmente questa resta l'unica soluzione possibile  per persone che si sono macchiate di crimini molto gravi, ad esempio i terroristi.",-1,1,10,10,0,0,0.924231268,6,1,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"SI, perchè non è il modo adatto di fare giustizia, i soggetti in questione vanno arrestati e processati",1,1,10,0,0,10,0.14699002,9,6,3
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"Se hai per obiettivo un percoloso terrorista che sai che ucciderà molte persone e l'unico modo per eliminarlo è un drone o che so io, Forse è meglio eliminarlo, prima che lui elimini innocenti indifesi.",-1,0.710433754,10,7,0,3,1,7,0,7
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Se un governo decide che una persona non é adatta a vivere nella propria realtà sociale puó adottare le misure che ritiene piú opportune anche le piú drastiche,-1,1,10,10,0,0,0.685326929,7,3,4
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Senza questa operazione avremmo ancora Osama Bin Laden a spargere terrore e morte.,-1,1,5,5,0,0,0.765467186,5,1,4
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Si considera legittimo perché consente con dei droni comandati a distanza di eliminare terroristi e altri soggetti pericolosi.,-1,0.805034557,10,8,0,2,0.284977225,9,6,3
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,Tutti devono subire un giusto processo. Non possono esistere uccisioni senza dare la possibilità di replica.,1,1,10,0,0,10,0.299737207,9,6,3
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,UCCIDERE ANCHE DELINQUENTI NON è TOLLERABILE,1,0.906407742,10,1,0,9,0.096746703,7,5,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,a volte permette di salvare il mondo come nel caso di bin laden,-1,1,5,5,0,0,1,5,0,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,anche l' uccisione mirata è un omicidio e come tale va vietata perchè nessuno ha il diritto di uccidere al di là di quali possano essere i motivi.,1,0.897238001,10,1,0,9,0.92714524,9,1,8
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,certe persone sono pericolose ed eliminarle permette una vita più sicura per tutti,-1,0.71288468,10,7,0,3,0.553068761,8,3,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,divulgare notizie sul divieto dell'uccisione mirata,0,0.595743271,10,0,6,4,0.075693568,7,5,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,in casi estremi e' giusto ricorrere a misure estreme come l'assassinio diretto contro i nemici della stabilita' sociale di uno stato,-1,1,10,10,0,0,0.750070089,6,2,4
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,l uccisione mirata per me dovrebbe essere legale.,-1,0.903383333,10,9,0,1,,,,
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,la possibilità di essere eliminati in qualsiasi parte del mondo da un nemico invisibile dovrebbe fare da deterrente per i terroristi.,-1,1,5,5,0,0,0.694413657,5,2,3
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,la vita umana è talmente importante che nessuno dovrebbe essere ucciso in alcuna circostanza,1,1,5,0,0,5,0.802772173,5,2,3
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,nessuno può uccidere un altro essere vivente e l'uccisione deve essere vietata,1,1,5,0,0,5,0.72347593,5,1,4
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"per quanto la tecnologia aiuta nel' eliminare target specifici, bisogna tener conto dei danni collaterali.",1,1,10,0,0,10,0.241823774,6,4,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,questa pratica permette di eliminare solo le persone pericolose risparmiando le vite di molte altre persone,-1,1,5,5,0,0,1,5,0,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,questo potrebbe essere utile per punire persone che hanno fatto del male,-1,1,5,5,0,0,0.234532814,5,4,1
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,se incominciassimo ad abbassare le difese contro certe nazioni o certi stati sarebbe la fine..quindi ben vengano certe azioni forti di difesa,-1,1,10,10,0,0,0.937693486,7,1,6
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,si perchè è una forma  di uccisione non giusta,1,1,10,0,0,10,0.313227033,5,3,2
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"tutti meritano un processo e non un assassinio di stato, inoltre potrebbero essere coinvolti innocenti e non solo la vittima designata",1,1,5,0,0,5,1,5,0,5
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"una cosa assurda va assolutamente vietata è una cosa molto brutta , bisogna avere rispetto delle persone chiunque esse siano",1,1,10,0,0,10,0.642985699,6,2,4
We should ban targeted killing,Dovremmo vietare l'uccisione mirata,"è una pratica terribile, seppur a volte utile, ma si torna ai tempi di hammurabi",1,1,10,0,0,10,0.617337288,6,3,3
We should legalize cannabis,Dovremmo legalizzare la cannabis,Cannabis usato per le cure mediche deve essere assolutamente legalizzato.Aiuterebbe tante persone ad alleviare le sofferenze ed è stato dimostrato che funziona molto bene.,1,1,10,0,0,10,0.710138934,8,3,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,Chi consuma cannabis abitualmente incorre in un più alto rischio di schizofrenia e psicosi.,-1,1,10,10,0,0,,,,
We should legalize cannabis,Dovremmo legalizzare la cannabis,"Considerando che nonostante non sia legale molte persone continuano a farne uso, sarebbe meglio legalizzarla in modo da controllarne meglio l'utilizzo.",1,1,10,0,0,10,1,7,0,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,Diminuirebbe enormemente lo spaccio ed il commercio illegale,1,1,5,0,0,5,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,Dobbiamo legalizzare cannabis per usare in scopi medici.,1,1,10,0,0,10,0.302784745,6,3,3
We should legalize cannabis,Dovremmo legalizzare la cannabis,Dovremmo legalizzare la  marijuana perchè è una droga leggera  che offre molti benefici anche nel campo medico,1,1,10,0,0,10,0.832757978,9,2,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,Dovremmo legalizzare la cannabis in quanto svolge funzioni anche terapeutiche.,1,1,5,0,0,5,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,Dovremmo legalizzare la cannabis perchè ha effetti curativi,1,1,10,0,0,10,0.822324886,7,1,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,Dovremmo legalizzare la cannabis solo quando viene usata come medicina e assicurandosi che non ci sia un abuso.,1,0.891238026,10,0,1,9,0.902182367,5,1,4
We should legalize cannabis,Dovremmo legalizzare la cannabis,E' una sostanza utile per diverse malattie che non ha effetti collaterali.,1,1,10,0,0,10,1,6,0,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,"I benefici della Cannabis sono molteplici, infatti in molti paesi questa è già legale e viene utilizzata anche a scopo medico, per questo credo che andrebbe legalizzata a livello globale.",1,1,10,0,0,10,0.945999848,9,1,8
We should legalize cannabis,Dovremmo legalizzare la cannabis,"Il cannabis è molto pericoloso se viene legalizzato,sopratutto per i giovani,essendo già ora molto difuso tra i ragazzini nella scuole e discoteche.Deve essere proibito in assoluto.",-1,0.87156733,10,9,1,0,0.881555649,5,2,3
We should legalize cannabis,Dovremmo legalizzare la cannabis,In molte culture del mondo la Cannabis è già stata legalizzata e molte persone hanno trovato beneficio in questo.,1,1,5,0,0,5,0.708284711,5,1,4
We should legalize cannabis,Dovremmo legalizzare la cannabis,L'uso della cannabis non deve essere legalizzato in quanto potrebbe creare dei danni irreversibili soprattutto ai giovani che potrebbero fare un uso eccessivo.,-1,1,10,10,0,0,0.956225721,9,2,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,L'uso di cannabis è legittimo nel caso di terapia contro il dolore e dovrebbe essere disponibile come lo sono i farmaci.,1,1,5,0,0,5,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,La cannabis dovrebbe essere legalizzata perchè può essere d'aiuto a tanti per curare certe malattie.,1,1,10,0,0,10,1,7,0,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis dà dipendenza ed è dannosa per la salute dei giovani, non è bene che lo Stato trovi una ulteriore fonte di guadagno da qualcosa che fa male alla salute come già fa con sigarette e gioco d'azzardo.",-1,1,10,10,0,0,0.736283973,6,2,4
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis non può essere legalizzata perché seppur leggera, si tratta comunque di droga, e la droga non può essere ritenuta legale.",-1,1,10,10,0,0,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,La cannabis può essere il primo passo verso dipendenze da droghe più pericolose.,-1,1,11,11,0,0,1,8,0,8
We should legalize cannabis,Dovremmo legalizzare la cannabis,La cannabis rientra nel commercio delle droghe e sarebbe molto pericoloso legalizzarla.,-1,1,10,10,0,0,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis va legalizzata per non arricchire la malavita, e in fondo, anche il danno di questa tipologia di droga è molto molto limitato.",1,1,10,0,0,10,0.937693486,7,1,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis va legalizzata perché può avere effetti benefici per la salute delle persone e, comunque, il suo abuso non è più dannoso di quello delle sigarette o dell'alcool.",1,1,11,0,0,11,1,8,0,8
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis va vietata innanzitutto perché può essere gravemente nociva per la salute. Inoltre, è dimostrato che molte persone che iniziano a utilizzarla poi non di rado passano all'uso di droghe pesanti.",-1,1,5,5,0,0,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis è poco dannosa per la salute e anzi è usata anche come terapia medica, inoltre toglieremmo soldi alle mafie; potremmo tassarla come le sigarette e l'alcool avendo un entroito in più per lo Stato.",1,1,10,0,0,10,0.724963091,6,2,4
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis è sempre la Cannabis , puo creare comunque dipendenza per cui assolutamente non va legalizzata",-1,0.904028483,10,9,0,1,1,9,1,8
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis è una droga come tutte le altre e gli stati devono combatterne l'uso, non autorizzarne la vendita, altrimenti si avrebbe un incremento dei drogati.",-1,1,10,10,0,0,0.936157915,7,1,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis é una droga leggera la quale, da recenti studi, si desume sia utile contro il dolore e quindi nelle malattie che richiedono utilizzo di antidolorifici.",1,1,10,0,0,10,0.945999848,9,1,8
We should legalize cannabis,Dovremmo legalizzare la cannabis,"La cannabis, sopratutto quella depotenziata, ha svariati benefici nel trattamento di molte malattie. Inoltre la legalizzazione sotrarrebbe risorse al traffico illecito.",1,1,5,0,0,5,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,La legalizzazione della cannabis potrebbe portare ad un aumento della domanda per la stessa.,-1,0.501234208,10,5,1,4,0.040668541,9,8,1
We should legalize cannabis,Dovremmo legalizzare la cannabis,"Le droghe, leggere o no, sono sempre nocive e quindi legalizzarle è altamente negativooltre che eticamente sbagliato.",-1,1,10,10,0,0,0.858324579,5,2,3
We should legalize cannabis,Dovremmo legalizzare la cannabis,Legalizzando la cannabis legalizzi una droga e la possibilità di drogarsi.,-1,1,10,10,0,0,0.79768938,9,2,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,Legalizzare la cannabis avrebbe come effetto quello di renderla maggiormente disponibile e ne farebbe aumentare i consumatori e i tossicodipendenti.,-1,1,10,10,0,0,1,7,0,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,"Legalizzare la cannabis equivalerebbe ad accettare che la popolazione si droghi liberamente, col rischio di creare maggiori dipendenze anche fra le fasce di popolazione più giovani.",-1,1,10,10,0,0,0.894475729,6,2,4
We should legalize cannabis,Dovremmo legalizzare la cannabis,Legalizzare la cannabis limiterebbe il consumo delle altre droghe attualmente illegali,1,1,11,0,0,11,0.838693578,8,2,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,Legalizzare la cannabis significa dare accesso a tutti a droghe leggere. Purtroppo le persone fragili non hanno un'idea precisa di cosa significhi fare uso di droghe e ne potrebbero essere quindi danneggiate.,-1,1,10,10,0,0,1,6,0,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,Legalizzare la cannabis è importante per togliere fondi alla criminalità organizzata. Si tratta di una droga leggera che non può essere criminalizzata.,1,1,5,0,0,5,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,Liberalizzare la cannabis darebbe il via alla legalizzazione della droga. GLi effetti della cannabis inoltre non sono così leggeri dal punto di vista della salute da poter essere sottovalutati,-1,0.881378387,10,9,0,1,,,,
We should legalize cannabis,Dovremmo legalizzare la cannabis,Molte più persone la utilizzeranno e quindi diventeranno dipendenti perché alla fine è sempre una droga,-1,1,5,5,0,0,0.928946471,5,1,4
We should legalize cannabis,Dovremmo legalizzare la cannabis,No perchè se è una cosa è sbagliata e fa solo male va fermata e non accettata. E soprattutto sarebbe una testa di ponte per aprire successivamente all'uso di droghe più pesanti.,-1,1,5,5,0,0,0.802772173,5,2,3
We should legalize cannabis,Dovremmo legalizzare la cannabis,Non dovremmo legalizzare la cannabis perchè resta pur sempre una sostanza stupefacente e renderla legale rappresenterebbe un segnale ambiguo da parte dello Stato.,-1,1,5,5,0,0,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,Non dovremmo legalizzare la marijuana perchè comunque è una droga e crea assuefazione,-1,1,10,10,0,0,0.936024633,7,1,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,Permettere un accesso libero alla cannabis sarebbe un primo passo verso un maggiore consumo di ogni forma di droga,-1,1,10,10,0,0,0.924231268,6,1,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,Potrebbe generare maggiore traffici da parte delle associazioni malavitose,-1,0.903734396,10,9,1,0,0.11289283,6,5,1
We should legalize cannabis,Dovremmo legalizzare la cannabis,Ritengo che legalizzare la cannabis porti a togliere dalle mani degli spacciatori una fetta di mercato e per contro un entrata supplementare per lo stato  e in questo momento critico sarebbe molto necessaria,1,1,5,0,0,5,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,"Sarebbe  un grave errore liberalizzare l'uso della cannabis, che  spesso rappresenta il primo passo nel doloroso percorso della tossicodipendenza.",-1,1,10,10,0,0,0.93396148,9,2,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,"Se già così ci sono persone che ne fanno un uso smodato, figuriamoci che succederebbe se diventasse legale.",-1,1,10,10,0,0,0.30689398,6,4,2
We should legalize cannabis,Dovremmo legalizzare la cannabis,"Se noi renderemo legale la cannabis, daremo un colpo mortale ai profitti e agli interessi delle associazioni criminali dedite allo spaccio degli stupefacenti.",1,1,10,0,0,10,0.79726535,6,2,4
We should legalize cannabis,Dovremmo legalizzare la cannabis,Seconde ricerche medico scientifiche una dose idonea di cannabis produce effetti positivi per alcune malattie.,1,1,10,0,0,10,0.926663133,6,1,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,Sì perchè questo è l'unico modo per sottrarne i proventi alla criminalità e perchè permetterebbe di controllare le sostanze stupefacenti in modo da renderle più sicure e meno dannose.,1,1,10,0,0,10,1,5,0,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,Tutti i drogati da droghe pesanti sostengono di aver iniziato con la cannabis e altre droghe leggere,-1,1,5,5,0,0,0.928946471,5,1,4
We should legalize cannabis,Dovremmo legalizzare la cannabis,"dovremmo legalizzare la cannabis , in questo modo ci sarebbe un'entrata ingente per le casse dello stato grazie alle tasse su di essa",1,1,10,0,0,10,0.398634448,9,4,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,favorire la legalizzazione della cannabis,1,1,10,0,0,10,0.043774279,9,7,2
We should legalize cannabis,Dovremmo legalizzare la cannabis,"la Cannabis andrebbe legalizzata , di sicuro anche perchè è ottima a scopi terapeutici  poi una canna ogni tanto non ha fatto male mai a nessuno chi da giovane non se ne è fatta una?",1,1,10,0,0,10,0.750376445,8,2,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,"la Cannabis non è tanto  dannosa, certo lo  è molto neno di alcool, tabacco e armi che pure sono legali. Inoltre i  profitti non andrebbero alle mafie ma alle  casse dello stato.",1,1,10,0,0,10,0.920224063,6,1,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,la cannabis secondo me dovrebbe essere legalizzata per uso terapeutico,1,1,10,0,0,10,0.945999848,9,1,8
We should legalize cannabis,Dovremmo legalizzare la cannabis,la cannabis è anche usata come terapia per varie patologie e quindi andrebbe legalizzata.,1,1,10,0,0,10,0.858396482,9,2,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,la cannabis è una droga come tutte le altre che comporta un alterazione della percezione e dipendenza pertanto non va legalizzata,-1,1,10,10,0,0,1,7,0,7
We should legalize cannabis,Dovremmo legalizzare la cannabis,la legalizzazione porterebbe ad una diminuzione degli affari criminali delle mafie,1,1,10,0,0,10,0.937693486,7,1,6
We should legalize cannabis,Dovremmo legalizzare la cannabis,lo stato non puo' diventare lo spacciatore dei suoi cittadini,-1,1,10,10,0,0,0.272366334,7,5,2
We should legalize cannabis,Dovremmo legalizzare la cannabis,non dovrebbe essere legalizzata la droga e neanche la cannabis,-1,1,10,10,0,0,,,,
We should legalize cannabis,Dovremmo legalizzare la cannabis,se la cannabis fosse legalizzata avremmo una generazione di persone atte solo a sballarsi,-1,1,10,10,0,0,0.30689398,6,4,2
We should legalize cannabis,Dovremmo legalizzare la cannabis,si perchè cosi facendo risolveremmo molti problemi di criminalità organizzata dovute allo spaccio di stupefacenti inoltre creeremmo diversi nuovi posti di lavoro e oppurtunità di guadagno per tante persone.,1,1,10,0,0,10,0.900265724,6,1,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,vietare attraverso notizie assolutamente la cannabis,-1,1,10,10,0,0,0.071704387,7,6,1
We should legalize cannabis,Dovremmo legalizzare la cannabis,"È provato che la cannabis ha proprietà benefiche, al pari di altre piante medicinali.",1,1,10,0,0,10,0.926663133,6,1,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,"É stato piú volte provato che la cannabis non causa dipendenza, la commercializzazione puó essere regoralizzata e controllata come quella delle sigarette",1,1,10,0,0,10,0.851076287,6,1,5
We should legalize cannabis,Dovremmo legalizzare la cannabis,è una droga e come tale deve essere vietata.,-1,1,10,10,0,0,0.924231268,6,1,5
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,Basta all'ora di religione nelle scuole,1,1,10,0,0,10,0.592529304,6,3,3
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,DI base non credo che sia la preghiera il maggior problema della scuola,-1,1,10,10,0,0,0,8,8,0
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,"Data la presenza di alunni di differenti confessioni religiose, è necessario evitare riti di adorazione nelle scuole.",1,1,10,0,0,10,1,8,0,8
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,"Di norma i religiosi non fanno male, quindi chi prega va anche ascoltato se ha veramente la vocazione.",-1,0.905007106,10,9,1,0,0,7,7,0
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,Dovremmo proibire le preghiere a scuola perchè lo stato deve essere laico,1,1,10,0,0,10,0.934566158,9,1,8
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,Dovremmo vietare la preghiera scolastica in quanto la scuola dovrebbe essere laica.,1,1,10,0,0,10,0.928210316,7,1,6
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,Dovremmo vietare la preghiera scolastica in quanto le scuole sono laiche e sono potenzialmente frequentate da bambini di tutte le estrazioni.,1,1,10,0,0,10,0.944486069,9,1,8
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,"Dovremmo vietare la preghiera scolastica perchè non tutti i bambini seguono la stessa religione, e quindi potrebbe  disturbare la loro sensibilità.",1,1,10,0,0,10,1,6,0,6
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,Dovremmo vietare la preghiera scolastica. In un paese cattolico come il nostro parlare di vieto della preghiera scolastica è assurdo e inaccettabile.,-1,0.559545908,10,5,3,2,0,7,6,1
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,"E' giusto farlo in quanto il nostro paese a tradizione cattolica,  è bene insegnare ai giovani a credere in Dio infondendo a loro dei sani valori e principi morali.",-1,0.956043343,10,9,0,1,0.876489103,6,1,5
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,E' giusto vietare la preghiera a scuola perchè ormai ci sono troppe etnie e quindi troppe religioni,1,1,10,0,0,10,0.762936068,6,1,5
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,"Gli alunni dovrebbero essere lasciati liberi di pregare, magari la preghiera scolastica dovrebbe essere facoltativa, a discrezione di ogni singolo alunno.",-1,0.803681685,10,8,0,2,0.688459059,7,3,4
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,I comandamenti cristiani sono fondamentali per la giusta educazione civica dei nostri bambini.,-1,1,10,10,0,0,0.556524625,7,4,3
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,In una società multietnica bisognerebbe vietare la preghiera per il rispetto degli scolari di tutte le religioni e si dovrebbero istituire delle lezioni per far conoscere le diverse religioni,1,1,10,0,0,10,0.927223179,9,1,8
We should prohibit school prayer,Dovremmo proibire la preghiera scolastica,"In uno Stato laico la scuola pubblica deve essere anch'essa laica, nel rispetto della laicità delle persone e dell'appartenenza a diverse fedi religiose.",1,1,10,0,0,10,1,6,0,6
